customer_id,signup_date,loyalty_tier,customer_segment,age_band,preferred_channel,home_suburb,prior_12m_orders,lifetime_value_before_period,marketing_consent,home_postcode,home_state,home_country,preferred_language,acquisition_source,account_status,preferred_device,email_domain,household_size_band,contact_frequency_preference
CUS00167,2016-05-04,Bronze,Small Business,55+,Mobile,Footscray,17,12520.86,True,3011,VIC,Australia,nl,Social,Active,Tablet,inbox.example,5+,Weekly
CUS00168,2015-12-20,Bronze,Small Business,55+,Mobile,Northcote,5,3786.61,True,3070,VIC,Australia,de,Organic,Active,Desktop,example.net,2,Quarterly
CUS00169,2016-12-17,Silver,Small Business,45-54,Web,Richmond,4,3640.81,True,3121,VIC,Australia,en,Paid Search,Dormant,Desktop,inbox.example,2,Quarterly
CUS00170,2013-06-15,Platinum,Value,45-54,Store,Hawthorn,19,7643.52,True,3122,VIC,Australia,en,Organic,Active,Tablet,mail.test,1,Weekly
CUS00171,2014-10-16,Bronze,Mainstream,45-54,Mobile,St Kilda,4,2648.73,True,3182,VIC,Australia,ru,Paid Search,Active,Mobile,mail.test,3-4,Quarterly
CUS00172,2014-01-01,Bronze,Premium,18-24,Store,Northcote,10,2074.72,True,3070,VIC,Australia,hi,Social,Active,Tablet,mail.test,1,Monthly
CUS00173,2016-01-22,Bronze,Mainstream,45-54,Store,Richmond,7,1366.3,False,3121,VIC,Australia,en,Social,Active,Desktop,mail.test,1,Essential only
CUS00174,2013-05-26,Bronze,Premium,25-34,Mobile,Carlton,17,7978.0,True,3053,VIC,Australia,es,Referral,Active,Desktop,example.net,1,Monthly
CUS00175,2016-04-17,Silver,Mainstream,25-34,Mobile,St Kilda,3,1909.74,False,3182,VIC,Australia,hi,Organic,Active,Desktop,inbox.example,5+,Weekly
CUS00176,2013-06-08,Platinum,Mainstream,55+,Mobile,Richmond,13,12145.19,True,3121,VIC,Australia,fr,Store,Active,Tablet,example.net,3-4,Quarterly
CUS00177,2015-03-20,Bronze,Value,45-54,Web,Northcote,20,9198.33,True,3070,VIC,Australia,en,Referral,Active,Desktop,mail.test,3-4,Weekly
CUS00178,2014-11-11,Silver,Premium,18-24,Mobile,Footscray,12,9730.26,True,3011,VIC,Australia,it,Paid Search,Active,Mobile,inbox.example,3-4,Weekly
CUS00179,2016-07-21,Silver,Small Business,25-34,Mobile,Footscray,5,1386.56,True,3011,VIC,Australia,fr,Organic,Active,Tablet,inbox.example,1,Weekly
CUS00180,2017-07-14,Bronze,Mainstream,35-44,Mobile,Carlton,19,10926.69,True,3053,VIC,Australia,hi,Social,Active,Mobile,inbox.example,1,Weekly
CUS00181,2016-02-13,Silver,Value,25-34,Mobile,Melbourne,17,7622.75,True,3000,VIC,Australia,pt,Referral,Active,Mobile,mail.test,1,Essential only
CUS00182,2014-12-10,Platinum,Mainstream,35-44,Mobile,Docklands,17,6284.14,True,3008,VIC,Australia,zh,Organic,Active,Desktop,example.net,3-4,Weekly
CUS00183,2017-08-06,Silver,Mainstream,55+,Store,Northcote,20,16937.65,True,3070,VIC,Australia,it,Social,Active,Desktop,example.net,5+,Quarterly
CUS00184,2017-01-17,Silver,Small Business,35-44,Mobile,Richmond,19,12932.21,True,3121,VIC,Australia,zh,Referral,Active,Desktop,inbox.example,3-4,Monthly
CUS00185,2016-03-14,Platinum,Premium,55+,Store,Docklands,17,15859.31,False,3008,VIC,Australia,zh,Referral,Active,Tablet,example.net,1,Quarterly
CUS00186,2017-09-15,Silver,Mainstream,55+,Web,St Kilda,11,9712.46,True,3182,VIC,Australia,hi,Referral,Dormant,Desktop,mail.test,2,Weekly
CUS00187,2017-05-16,Silver,Small Business,55+,Mobile,Brunswick,11,7748.31,True,3056,VIC,Australia,pl,Organic,Active,Tablet,mail.test,5+,Quarterly
CUS00188,2017-08-11,Bronze,Premium,45-54,Mobile,Docklands,0,501.45,True,3008,VIC,Australia,ar,Referral,Active,Mobile,inbox.example,1,Quarterly
CUS00189,2013-01-07,Gold,Premium,18-24,Web,Richmond,13,2527.06,True,3121,VIC,Australia,nl,Social,Active,Mobile,mail.test,1,Monthly
CUS00190,2016-05-13,Bronze,Small Business,35-44,Web,Northcote,13,4699.47,True,3070,VIC,Australia,pl,Paid Search,Active,Mobile,example.net,5+,Essential only
CUS00191,2014-05-06,Bronze,Small Business,45-54,Store,Brunswick,11,4125.82,True,3056,VIC,Australia,es,Referral,Active,Desktop,inbox.example,5+,Essential only
CUS00192,2015-02-16,Silver,Value,45-54,Web,Footscray,6,758.55,False,3011,VIC,Australia,ja,Paid Search,Active,Desktop,inbox.example,5+,Quarterly
CUS00193,2015-11-18,Bronze,Small Business,35-44,Store,Southbank,12,8334.5,True,3006,VIC,Australia,ru,Organic,Active,Desktop,example.net,2,Monthly
CUS00194,2015-01-18,Bronze,Premium,55+,Web,St Kilda,20,18201.45,True,3182,VIC,Australia,es,Social,Active,Mobile,example.net,1,Quarterly
CUS00195,2015-10-17,Bronze,Value,55+,Mobile,Brunswick,16,13949.5,True,3056,VIC,Australia,nl,Organic,Review,Desktop,inbox.example,2,Essential only
CUS00196,2016-04-20,Silver,Value,18-24,Web,Brunswick,20,11288.75,True,3056,VIC,Australia,de,Organic,Active,Mobile,example.net,2,Quarterly
CUS00197,2016-07-18,Bronze,Premium,45-54,Mobile,Footscray,14,8499.87,True,3011,VIC,Australia,pl,Social,Active,Mobile,mail.test,1,Weekly
CUS00198,2015-05-24,Bronze,Mainstream,25-34,Web,Carlton,15,2228.94,True,3053,VIC,Australia,nl,Referral,Active,Mobile,mail.test,1,Quarterly
CUS00199,2016-04-21,Gold,Premium,25-34,Store,St Kilda,21,2376.11,True,3182,VIC,Australia,nl,Referral,Active,Mobile,mail.test,2,Weekly
CUS00200,2014-05-11,Bronze,Value,55+,Store,Northcote,21,19558.78,True,3070,VIC,Australia,en,Social,Dormant,Desktop,inbox.example,2,Quarterly
CUS00201,2017-10-23,Gold,Value,25-34,Mobile,Richmond,2,1525.93,False,3121,VIC,Australia,it,Referral,Active,Desktop,inbox.example,2,Monthly
CUS00202,2017-03-24,Silver,Mainstream,18-24,Mobile,St Kilda,0,443.43,False,3182,VIC,Australia,de,Organic,Active,Desktop,inbox.example,3-4,Quarterly
CUS00203,2015-08-22,Silver,Mainstream,35-44,Store,Brunswick,5,5231.75,True,3056,VIC,Australia,es,Referral,Active,Mobile,mail.test,5+,Essential only
CUS00204,2016-08-02,Gold,Small Business,45-54,Web,St Kilda,10,2863.72,True,3182,VIC,Australia,it,Organic,Active,Mobile,mail.test,1,Essential only
CUS00205,2015-08-26,Silver,Small Business,25-34,Mobile,Brunswick,8,981.19,True,3056,VIC,Australia,ja,Store,Active,Tablet,inbox.example,3-4,Essential only
CUS00206,2014-08-24,Bronze,Value,45-54,Mobile,Northcote,13,5915.23,True,3070,VIC,Australia,ar,Social,Active,Mobile,mail.test,5+,Weekly
CUS00207,2013-03-27,Gold,Small Business,18-24,Store,Brunswick,18,6278.58,True,3056,VIC,Australia,zh,Paid Search,Active,Mobile,example.net,3-4,Weekly
CUS00208,2017-01-24,Gold,Mainstream,35-44,Mobile,Northcote,14,6642.59,False,3070,VIC,Australia,pt,Store,Active,Desktop,mail.test,3-4,Quarterly
CUS00209,2015-10-20,Bronze,Mainstream,18-24,Mobile,Brunswick,19,8588.73,True,3056,VIC,Australia,de,Social,Active,Desktop,example.net,3-4,Quarterly
CUS00210,2017-11-14,Silver,Value,25-34,Store,Richmond,18,15742.15,True,3121,VIC,Australia,pt,Referral,Active,Mobile,inbox.example,3-4,Weekly
CUS00211,2017-12-02,Silver,Value,55+,Store,Carlton,12,5102.76,False,3053,VIC,Australia,ru,Organic,Active,Tablet,example.net,3-4,Monthly
CUS00212,2015-04-21,Silver,Value,35-44,Web,Richmond,0,249.14,True,3121,VIC,Australia,ar,Store,Active,Tablet,mail.test,5+,Essential only
CUS00213,2015-08-25,Bronze,Premium,45-54,Store,Richmond,21,10385.05,False,3121,VIC,Australia,nl,Store,Dormant,Mobile,mail.test,1,Quarterly
CUS00214,2013-05-09,Silver,Small Business,18-24,Store,Melbourne,18,7782.04,True,3000,VIC,Australia,it,Organic,Active,Tablet,inbox.example,1,Weekly
CUS00215,2017-09-02,Silver,Premium,18-24,Web,Docklands,14,9792.31,True,3008,VIC,Australia,ar,Paid Search,Active,Mobile,example.net,1,Weekly
CUS00216,2015-08-09,Gold,Mainstream,55+,Store,Richmond,6,4449.96,False,3121,VIC,Australia,en,Social,Active,Tablet,example.net,2,Essential only
CUS00217,2014-07-18,Bronze,Small Business,45-54,Mobile,Footscray,5,3654.31,False,3011,VIC,Australia,hi,Social,Active,Mobile,mail.test,1,Essential only
CUS00218,2015-07-16,Bronze,Mainstream,45-54,Store,Docklands,16,14688.7,True,3008,VIC,Australia,es,Referral,Active,Tablet,example.net,1,Monthly
CUS00219,2014-02-07,Bronze,Premium,25-34,Store,Footscray,10,880.52,False,3011,VIC,Australia,it,Social,Active,Mobile,mail.test,3-4,Weekly
CUS00220,2015-07-21,Platinum,Mainstream,35-44,Store,Brunswick,13,3909.42,True,3056,VIC,Australia,es,Store,Active,Mobile,example.net,1,Essential only
CUS00221,2014-05-26,Silver,Premium,25-34,Mobile,Footscray,15,12152.11,False,3011,VIC,Australia,pl,Referral,Active,Tablet,mail.test,1,Weekly
CUS00222,2016-06-01,Gold,Value,35-44,Web,Hawthorn,17,11764.06,True,3122,VIC,Australia,hi,Social,Active,Desktop,inbox.example,3-4,Essential only
CUS00223,2015-01-02,Bronze,Small Business,55+,Store,Footscray,4,4108.5,False,3011,VIC,Australia,it,Store,Active,Desktop,example.net,3-4,Monthly
CUS00224,2014-11-23,Bronze,Premium,18-24,Web,Richmond,18,10322.65,True,3121,VIC,Australia,pt,Organic,Active,Tablet,example.net,3-4,Monthly
CUS00225,2016-06-02,Silver,Small Business,25-34,Mobile,St Kilda,10,7276.32,True,3182,VIC,Australia,fr,Organic,Active,Desktop,example.net,3-4,Quarterly
CUS00226,2017-04-10,Bronze,Mainstream,55+,Store,Docklands,21,18304.83,False,3008,VIC,Australia,en,Store,Active,Tablet,example.net,2,Monthly
CUS00227,2015-04-24,Bronze,Value,45-54,Store,Melbourne,8,4067.51,True,3000,VIC,Australia,zh,Referral,Active,Mobile,inbox.example,2,Essential only
CUS00228,2017-01-18,Bronze,Value,55+,Mobile,Footscray,19,14787.33,True,3011,VIC,Australia,pt,Paid Search,Active,Desktop,inbox.example,3-4,Essential only
CUS00229,2017-03-25,Gold,Value,25-34,Web,St Kilda,11,6655.14,True,3182,VIC,Australia,ru,Social,Active,Mobile,mail.test,2,Weekly
CUS00230,2013-11-19,Gold,Mainstream,35-44,Store,Southbank,0,93.4,True,3006,VIC,Australia,es,Organic,Active,Tablet,example.net,1,Monthly
CUS00231,2017-07-24,Bronze,Value,25-34,Mobile,St Kilda,13,8882.17,True,3182,VIC,Australia,hi,Store,Active,Tablet,inbox.example,5+,Monthly
CUS00232,2016-05-14,Bronze,Premium,35-44,Mobile,Carlton,7,1234.33,True,3053,VIC,Australia,de,Store,Active,Tablet,inbox.example,1,Weekly
CUS00233,2014-03-05,Bronze,Premium,55+,Mobile,St Kilda,16,11832.79,True,3182,VIC,Australia,ru,Organic,Active,Tablet,example.net,3-4,Essential only
CUS00234,2014-01-01,Silver,Value,45-54,Mobile,Northcote,10,8996.7,True,3070,VIC,Australia,de,Paid Search,Active,Desktop,mail.test,3-4,Quarterly
CUS00235,2014-01-23,Platinum,Mainstream,55+,Mobile,Northcote,4,2481.7,True,3070,VIC,Australia,es,Store,Active,Desktop,mail.test,2,Monthly
CUS00236,2017-06-23,Silver,Premium,55+,Store,Carlton,17,7487.58,True,3053,VIC,Australia,ru,Paid Search,Active,Desktop,inbox.example,5+,Quarterly
CUS00237,2017-01-21,Bronze,Premium,45-54,Mobile,Northcote,15,9437.47,True,3070,VIC,Australia,ru,Store,Active,Mobile,mail.test,5+,Quarterly
CUS00238,2015-09-18,Bronze,Value,35-44,Store,Melbourne,11,1141.6,True,3000,VIC,Australia,it,Paid Search,Active,Desktop,mail.test,2,Essential only
CUS00239,2015-10-12,Silver,Small Business,18-24,Store,Docklands,1,310.16,True,3008,VIC,Australia,ru,Social,Active,Tablet,mail.test,3-4,Quarterly
CUS00240,2016-03-09,Gold,Small Business,35-44,Store,Brunswick,20,17375.18,True,3056,VIC,Australia,hi,Referral,Active,Desktop,inbox.example,2,Essential only
CUS00241,2016-01-16,Silver,Premium,55+,Web,Southbank,13,5216.38,True,3006,VIC,Australia,nl,Organic,Active,Tablet,mail.test,2,Essential only
CUS00242,2015-12-17,Bronze,Value,18-24,Mobile,Brunswick,3,3075.88,True,3056,VIC,Australia,ja,Organic,Active,Tablet,inbox.example,1,Monthly
CUS00243,2017-10-26,Bronze,Premium,35-44,Store,Docklands,2,1551.36,True,3008,VIC,Australia,pl,Store,Active,Mobile,inbox.example,5+,Monthly
CUS00244,2013-01-15,Bronze,Premium,35-44,Store,St Kilda,18,14032.24,True,3182,VIC,Australia,en,Referral,Active,Desktop,mail.test,2,Weekly
CUS00245,2016-04-15,Silver,Value,18-24,Web,Southbank,20,1814.1,True,3006,VIC,Australia,fr,Social,Active,Mobile,mail.test,3-4,Quarterly
CUS00246,2014-07-07,Gold,Mainstream,45-54,Store,Southbank,17,16043.26,True,3006,VIC,Australia,fr,Store,Active,Mobile,example.net,2,Weekly
CUS00247,2014-07-05,Bronze,Value,35-44,Mobile,Hawthorn,14,3958.75,True,3122,VIC,Australia,ja,Organic,Active,Tablet,inbox.example,2,Essential only
CUS00248,2016-04-20,Gold,Small Business,55+,Store,St Kilda,11,7587.69,True,3182,VIC,Australia,pt,Social,Active,Desktop,inbox.example,3-4,Quarterly
CUS00249,2015-12-13,Bronze,Premium,35-44,Web,St Kilda,21,19560.62,True,3182,VIC,Australia,nl,Store,Active,Tablet,inbox.example,5+,Monthly
CUS00250,2017-09-20,Bronze,Small Business,35-44,Web,Hawthorn,7,2287.41,True,3122,VIC,Australia,pl,Paid Search,Active,Tablet,example.net,2,Quarterly
CUS00251,2013-09-23,Bronze,Small Business,18-24,Store,Richmond,16,6834.16,True,3121,VIC,Australia,fr,Referral,Active,Tablet,inbox.example,2,Monthly
CUS00252,2013-09-26,Bronze,Mainstream,35-44,Store,Southbank,4,2026.1,True,3006,VIC,Australia,hi,Referral,Active,Desktop,mail.test,3-4,Monthly
CUS00253,2013-01-24,Platinum,Small Business,55+,Mobile,Richmond,21,4465.48,True,3121,VIC,Australia,it,Referral,Active,Tablet,inbox.example,2,Quarterly
CUS00254,2014-06-17,Silver,Mainstream,55+,Mobile,Carlton,7,1029.24,False,3053,VIC,Australia,pl,Paid Search,Active,Mobile,inbox.example,1,Quarterly
CUS00255,2014-11-14,Silver,Premium,25-34,Store,Northcote,5,1261.55,True,3070,VIC,Australia,pt,Referral,Active,Mobile,inbox.example,1,Essential only
CUS00256,2013-12-24,Silver,Small Business,55+,Mobile,Docklands,18,16288.86,True,3008,VIC,Australia,it,Store,Active,Tablet,example.net,1,Weekly
CUS00257,2013-02-17,Bronze,Premium,55+,Mobile,Hawthorn,12,4937.38,True,3122,VIC,Australia,it,Organic,Active,Tablet,mail.test,5+,Weekly
CUS00258,2014-07-23,Gold,Value,25-34,Mobile,Northcote,1,1122.77,True,3070,VIC,Australia,fr,Paid Search,Active,Mobile,example.net,2,Quarterly
CUS00259,2016-05-03,Gold,Mainstream,55+,Mobile,Southbank,4,4044.83,False,3006,VIC,Australia,es,Social,Active,Desktop,inbox.example,5+,Weekly
CUS00260,2013-02-08,Silver,Premium,25-34,Mobile,Richmond,19,12775.81,True,3121,VIC,Australia,pt,Store,Active,Mobile,inbox.example,3-4,Monthly
CUS00261,2015-05-07,Silver,Small Business,18-24,Mobile,Melbourne,9,7789.87,False,3000,VIC,Australia,ja,Organic,Active,Desktop,example.net,3-4,Essential only
CUS00262,2017-04-04,Bronze,Small Business,35-44,Web,Richmond,15,9856.09,True,3121,VIC,Australia,it,Social,Active,Desktop,inbox.example,2,Weekly
CUS00263,2017-08-24,Bronze,Premium,25-34,Mobile,St Kilda,14,1959.82,False,3182,VIC,Australia,fr,Social,Active,Tablet,example.net,5+,Weekly
CUS00264,2013-08-22,Silver,Value,35-44,Store,Northcote,12,5771.57,True,3070,VIC,Australia,ja,Social,Active,Desktop,example.net,1,Quarterly
CUS00265,2017-09-06,Bronze,Value,45-54,Store,Richmond,0,761.85,True,3121,VIC,Australia,ja,Social,Active,Tablet,inbox.example,2,Essential only
CUS00266,2016-08-16,Bronze,Value,25-34,Store,Brunswick,15,5085.98,True,3056,VIC,Australia,fr,Social,Dormant,Mobile,example.net,2,Monthly
CUS00267,2017-05-20,Silver,Value,35-44,Store,Footscray,11,8398.78,True,3011,VIC,Australia,en,Social,Active,Mobile,example.net,3-4,Essential only
CUS00268,2015-03-11,Gold,Premium,35-44,Mobile,Northcote,4,2853.3,True,3070,VIC,Australia,pl,Paid Search,Active,Desktop,mail.test,2,Weekly
CUS00269,2013-07-10,Gold,Mainstream,35-44,Web,Melbourne,9,4851.72,False,3000,VIC,Australia,hi,Organic,Active,Mobile,mail.test,2,Weekly
CUS00270,2016-01-07,Bronze,Premium,35-44,Mobile,Hawthorn,15,7673.37,True,3122,VIC,Australia,it,Paid Search,Active,Mobile,example.net,3-4,Quarterly
CUS00271,2014-01-20,Bronze,Mainstream,25-34,Store,Northcote,5,3838.75,False,3070,VIC,Australia,ru,Social,Active,Mobile,example.net,1,Weekly
CUS00272,2016-10-01,Platinum,Mainstream,55+,Mobile,Richmond,3,2946.74,True,3121,VIC,Australia,zh,Social,Active,Mobile,example.net,2,Quarterly
CUS00273,2014-03-26,Silver,Value,35-44,Web,Melbourne,18,11590.24,True,3000,VIC,Australia,zh,Store,Active,Desktop,example.net,5+,Essential only
CUS00274,2014-02-12,Silver,Small Business,45-54,Mobile,Footscray,4,1775.06,True,3011,VIC,Australia,es,Organic,Active,Desktop,inbox.example,5+,Quarterly
CUS00275,2014-06-07,Gold,Small Business,55+,Store,Richmond,10,2666.15,False,3121,VIC,Australia,de,Social,Active,Tablet,inbox.example,5+,Quarterly
CUS00276,2014-04-13,Bronze,Premium,55+,Web,Melbourne,10,4152.04,True,3000,VIC,Australia,ar,Paid Search,Active,Desktop,mail.test,2,Monthly
CUS00277,2017-06-27,Gold,Value,55+,Store,Brunswick,20,8953.54,True,3056,VIC,Australia,pl,Referral,Active,Mobile,mail.test,1,Monthly
CUS00278,2017-01-27,Gold,Value,45-54,Web,St Kilda,12,6580.94,False,3182,VIC,Australia,nl,Referral,Active,Mobile,mail.test,2,Essential only
CUS00279,2016-06-09,Bronze,Premium,55+,Store,St Kilda,6,770.08,False,3182,VIC,Australia,en,Referral,Active,Mobile,example.net,2,Quarterly
CUS00280,2016-10-27,Gold,Small Business,35-44,Store,Carlton,11,4494.91,False,3053,VIC,Australia,it,Referral,Active,Mobile,inbox.example,2,Monthly
CUS00281,2015-07-20,Gold,Mainstream,55+,Mobile,Docklands,14,2010.53,True,3008,VIC,Australia,nl,Organic,Dormant,Tablet,mail.test,2,Quarterly
CUS00282,2016-11-19,Gold,Premium,35-44,Web,Footscray,4,2091.3,False,3011,VIC,Australia,hi,Store,Dormant,Tablet,example.net,2,Quarterly
CUS00283,2014-06-08,Bronze,Value,45-54,Web,Northcote,6,4026.87,False,3070,VIC,Australia,es,Store,Review,Mobile,inbox.example,5+,Monthly
CUS00284,2017-04-12,Bronze,Premium,35-44,Mobile,Carlton,5,1170.54,True,3053,VIC,Australia,zh,Social,Active,Tablet,example.net,5+,Essential only
CUS00285,2016-03-03,Silver,Small Business,35-44,Store,Carlton,21,4117.65,True,3053,VIC,Australia,ar,Organic,Active,Tablet,mail.test,2,Essential only
CUS00286,2014-05-06,Bronze,Small Business,35-44,Store,Richmond,1,1488.75,False,3121,VIC,Australia,pl,Store,Active,Desktop,inbox.example,3-4,Quarterly
CUS00287,2013-06-24,Bronze,Mainstream,25-34,Mobile,Docklands,14,1318.87,False,3008,VIC,Australia,pt,Referral,Active,Desktop,inbox.example,3-4,Monthly
CUS00288,2016-05-24,Silver,Premium,25-34,Mobile,Carlton,16,13981.63,True,3053,VIC,Australia,fr,Social,Active,Tablet,mail.test,1,Essential only
CUS00289,2015-05-25,Gold,Value,18-24,Web,Hawthorn,2,2034.09,True,3122,VIC,Australia,it,Social,Active,Desktop,example.net,5+,Essential only
CUS00290,2014-08-27,Bronze,Value,55+,Web,Hawthorn,8,7653.22,False,3122,VIC,Australia,ar,Paid Search,Dormant,Tablet,inbox.example,1,Monthly
CUS00291,2013-04-09,Gold,Mainstream,25-34,Web,Richmond,0,400.42,True,3121,VIC,Australia,de,Paid Search,Active,Mobile,mail.test,2,Weekly
CUS00292,2017-05-14,Bronze,Value,25-34,Web,St Kilda,5,3409.75,True,3182,VIC,Australia,en,Store,Active,Mobile,mail.test,3-4,Quarterly
CUS00293,2014-03-18,Bronze,Mainstream,45-54,Mobile,Richmond,19,3815.26,True,3121,VIC,Australia,ja,Store,Active,Mobile,mail.test,2,Essential only
CUS00294,2014-03-26,Silver,Small Business,55+,Web,Footscray,10,5855.85,True,3011,VIC,Australia,de,Referral,Active,Tablet,mail.test,1,Essential only
CUS00295,2017-08-01,Bronze,Value,18-24,Store,Docklands,16,1530.5,True,3008,VIC,Australia,pl,Organic,Active,Mobile,mail.test,1,Monthly
CUS00296,2014-10-25,Silver,Value,45-54,Mobile,Northcote,0,564.87,False,3070,VIC,Australia,hi,Store,Active,Mobile,mail.test,1,Monthly
CUS00297,2014-02-16,Platinum,Small Business,55+,Mobile,Southbank,20,18343.22,True,3006,VIC,Australia,ar,Social,Active,Tablet,mail.test,1,Essential only
CUS00298,2013-04-26,Silver,Value,55+,Store,Hawthorn,11,10461.27,True,3122,VIC,Australia,en,Referral,Active,Desktop,inbox.example,2,Weekly
CUS00299,2016-12-07,Gold,Value,45-54,Store,Carlton,3,1188.52,True,3053,VIC,Australia,pt,Organic,Active,Tablet,mail.test,2,Essential only
CUS00300,2016-12-03,Gold,Mainstream,18-24,Mobile,Docklands,5,2084.36,True,3008,VIC,Australia,ru,Store,Active,Tablet,inbox.example,2,Monthly
CUS00301,2014-10-06,Bronze,Mainstream,45-54,Mobile,Docklands,9,1810.7,False,3008,VIC,Australia,it,Store,Active,Mobile,mail.test,3-4,Essential only
CUS00302,2017-09-20,Bronze,Small Business,55+,Web,Carlton,16,7474.29,True,3053,VIC,Australia,fr,Social,Active,Mobile,mail.test,3-4,Monthly
CUS00303,2017-08-14,Bronze,Premium,18-24,Store,Northcote,13,1390.29,False,3070,VIC,Australia,fr,Paid Search,Active,Desktop,example.net,5+,Weekly
CUS00304,2015-02-24,Silver,Premium,45-54,Store,Brunswick,10,4513.34,True,3056,VIC,Australia,ru,Organic,Dormant,Tablet,example.net,1,Weekly
CUS00305,2016-11-21,Platinum,Mainstream,45-54,Store,Melbourne,0,701.14,True,3000,VIC,Australia,pl,Referral,Active,Tablet,example.net,3-4,Quarterly
CUS00306,2017-01-07,Gold,Mainstream,25-34,Store,Richmond,4,3066.3,False,3121,VIC,Australia,it,Paid Search,Active,Mobile,inbox.example,5+,Quarterly
CUS00307,2014-01-10,Bronze,Small Business,45-54,Web,Docklands,19,13877.53,False,3008,VIC,Australia,ja,Social,Active,Tablet,inbox.example,1,Essential only
CUS00308,2014-07-13,Gold,Value,18-24,Store,Docklands,0,733.83,False,3008,VIC,Australia,pt,Social,Active,Desktop,inbox.example,5+,Quarterly
CUS00309,2014-07-01,Silver,Value,55+,Web,Hawthorn,6,570.36,True,3122,VIC,Australia,de,Referral,Active,Tablet,mail.test,1,Monthly
CUS00310,2017-02-17,Silver,Mainstream,55+,Mobile,Melbourne,4,1403.04,True,3000,VIC,Australia,ja,Organic,Active,Mobile,example.net,2,Monthly
CUS00311,2015-02-01,Bronze,Value,18-24,Web,Northcote,11,8161.69,True,3070,VIC,Australia,pt,Paid Search,Active,Mobile,inbox.example,2,Weekly
CUS00312,2016-03-01,Platinum,Mainstream,45-54,Store,Hawthorn,9,6431.11,False,3122,VIC,Australia,ja,Paid Search,Active,Tablet,inbox.example,5+,Essential only
CUS00313,2017-05-17,Silver,Small Business,45-54,Web,Southbank,1,1768.83,True,3006,VIC,Australia,es,Organic,Active,Desktop,inbox.example,5+,Essential only
CUS00314,2014-09-21,Gold,Premium,55+,Web,Richmond,14,10735.83,True,3121,VIC,Australia,de,Paid Search,Active,Tablet,example.net,3-4,Weekly
CUS00315,2015-08-05,Bronze,Small Business,35-44,Mobile,Richmond,8,6263.23,True,3121,VIC,Australia,zh,Organic,Active,Tablet,example.net,1,Monthly
CUS00316,2017-08-07,Bronze,Premium,35-44,Web,Richmond,19,10427.48,True,3121,VIC,Australia,zh,Referral,Active,Mobile,mail.test,5+,Weekly
CUS00317,2017-07-24,Bronze,Value,35-44,Web,Brunswick,21,10686.15,True,3056,VIC,Australia,ru,Referral,Active,Desktop,inbox.example,5+,Weekly
CUS00318,2013-05-13,Gold,Mainstream,25-34,Web,Docklands,9,8009.48,False,3008,VIC,Australia,hi,Paid Search,Active,Mobile,inbox.example,5+,Weekly
CUS00319,2013-05-01,Gold,Value,25-34,Web,Richmond,20,3029.47,True,3121,VIC,Australia,hi,Social,Active,Mobile,example.net,3-4,Weekly
CUS00320,2013-10-22,Gold,Value,18-24,Web,Northcote,0,150.1,True,3070,VIC,Australia,ar,Store,Active,Tablet,mail.test,1,Essential only
CUS00321,2013-01-25,Silver,Mainstream,18-24,Store,Docklands,9,7929.0,True,3008,VIC,Australia,ar,Paid Search,Active,Tablet,inbox.example,2,Quarterly
CUS00322,2014-12-15,Platinum,Mainstream,25-34,Web,Hawthorn,9,6478.91,True,3122,VIC,Australia,pt,Referral,Active,Mobile,inbox.example,5+,Monthly
CUS00323,2014-08-26,Silver,Value,25-34,Store,Hawthorn,4,2701.12,True,3122,VIC,Australia,nl,Social,Active,Mobile,inbox.example,5+,Essential only
CUS00324,2013-02-07,Bronze,Value,35-44,Web,Melbourne,15,4871.86,False,3000,VIC,Australia,fr,Organic,Dormant,Mobile,example.net,3-4,Monthly
CUS00325,2013-11-21,Bronze,Premium,45-54,Store,Docklands,14,3678.24,True,3008,VIC,Australia,ja,Social,Active,Tablet,example.net,3-4,Monthly
CUS00326,2013-03-09,Silver,Value,45-54,Web,Docklands,5,754.61,True,3008,VIC,Australia,zh,Referral,Active,Tablet,inbox.example,3-4,Essential only
CUS00327,2013-12-05,Platinum,Small Business,18-24,Store,Richmond,3,899.05,True,3121,VIC,Australia,de,Paid Search,Active,Mobile,mail.test,1,Monthly
CUS00328,2013-10-05,Platinum,Mainstream,45-54,Web,Hawthorn,13,8019.37,True,3122,VIC,Australia,en,Social,Active,Tablet,mail.test,1,Essential only
CUS00329,2016-10-16,Gold,Mainstream,45-54,Web,Northcote,14,10196.61,True,3070,VIC,Australia,pt,Social,Active,Desktop,example.net,3-4,Monthly
CUS00330,2015-06-13,Gold,Small Business,18-24,Web,Hawthorn,6,5187.4,True,3122,VIC,Australia,ja,Organic,Active,Tablet,mail.test,1,Essential only
CUS00331,2014-01-04,Bronze,Premium,25-34,Store,Footscray,4,2493.6,True,3011,VIC,Australia,fr,Store,Active,Tablet,example.net,2,Weekly
CUS00332,2014-12-07,Bronze,Value,25-34,Web,Carlton,9,1328.47,True,3053,VIC,Australia,it,Store,Active,Mobile,inbox.example,1,Quarterly
CUS00333,2017-01-15,Platinum,Premium,25-34,Store,Southbank,14,13000.57,True,3006,VIC,Australia,zh,Paid Search,Active,Mobile,inbox.example,3-4,Quarterly
CUS00334,2017-09-09,Bronze,Mainstream,45-54,Mobile,Richmond,6,3356.77,True,3121,VIC,Australia,pt,Referral,Active,Tablet,inbox.example,3-4,Essential only
