order_id,source_system_record_id,customer_id,order_timestamp,sales_channel,payment_method,currency,nearest_warehouse,order_status,order_price,delivery_charges,coupon_code,coupon_discount,tax_amount,order_total,season,expedited_delivery,customer_lat,customer_long,device_type,referral_source,customer_note_clean,promo_code
HORD000793,SRC-001-H-000793,CUS00077,2018-02-19 20:31:00,Store,Bank Transfer,AUD,Thompson,Completed,365.08,12.85,NaN,0.0,33.19,377.93,Summer,False,-37.750544,144.953891,Tablet,Social,call before delivery,NaN
HORD002629,SRC-001-H-002629,CUS00183,2018-07-31 13:25:00,Mobile,Card,AUD,Bakers,Completed,2106.64,16.91,NaN,0.0,191.51,2123.55,Winter,False,-37.865129,145.056048,Desktop,Social,call before delivery,NaN
HORD003299,SRC-001-H-003299,CUS00351,2018-08-24 18:51:00,Web,Card,AUD,Thompson,Completed,2197.92,11.91,NaN,10.0,199.81,1990.04,Winter,False,-37.823831,144.925758,Mobile,Organic,call before delivery,NaN
HORD003645,SRC-001-H-003645,CUS00121,2018-07-08 20:07:00,Mobile,Bank Transfer,AUD,Thompson,Completed,3276.05,17.25,B1SAVE-54,15.0,297.82,2801.89,Winter,False,-37.755894,144.881897,Desktop,Store,please use minimal packaging,B1SAVE-54
HORD001296,SRC-001-H-001296,CUS00459,2018-06-05 15:19:00,Web,Card,AUD,Nickolson,Completed,3002.39,15.64,NaN,0.0,272.94,3018.03,Winter,False,-37.875037,144.944918,Desktop,Organic,please leave at reception,NaN
HORD001636,SRC-001-H-001636,CUS00425,2018-06-30 16:12:00,Mobile,Gift Card,AUD,Thompson,Completed,6845.11,16.78,NaN,5.0,622.28,6519.63,Winter,False,-37.741251,144.955085,Desktop,Social,no special instruction,NaN
HORD003559,SRC-001-H-003559,CUS00070,2018-06-04 08:07:00,Store,Bank Transfer,AUD,Bakers,Completed,387.33,15.1,NaN,5.0,35.21,383.06,Winter,False,-37.760233,145.021718,Desktop,Social,please leave at reception,NaN
HORD004802,SRC-001-H-004802,CUS00492,2018-05-20 09:58:00,Store,Gift Card,AUD,Thompson,Completed,4599.95,10.37,B1SAVE-11,15.0,418.18,3920.33,Autumn,False,-37.817293,144.898239,Mobile,Social,gift purchase for a family member,B1SAVE-11
HORD003083,SRC-001-H-003083,CUS00302,2018-05-23 18:40:00,Web,Gift Card,AUD,Thompson,Completed,1923.47,11.21,B1SAVE-52,25.0,174.86,1453.81,Autumn,False,-37.850781,144.908993,Mobile,Social,gift purchase for a family member,B1SAVE-52
HORD003038,SRC-001-H-003038,CUS00292,2018-10-16 13:07:00,Web,Card,AUD,Nickolson,Completed,7387.81,11.45,NaN,10.0,671.62,6660.48,Spring,False,-37.864563,144.989672,Mobile,Store,call before delivery,NaN
HORD000155,SRC-001-H-000155,CUS00131,2018-06-03 12:41:00,Web,PayPal,AUD,Bakers,Completed,832.01,14.87,NaN,5.0,75.64,805.28,Winter,False,-37.759501,144.982007,Desktop,Store,please use minimal packaging,NaN
HORD003655,SRC-001-H-003655,CUS00045,2018-11-04 13:22:00,Web,PayPal,AUD,Bakers,Completed,1373.84,12.31,B1SAVE-64,15.0,124.89,1180.07,Spring,False,-37.753345,145.017403,Desktop,Social,call before delivery,B1SAVE-64
HORD002201,SRC-001-H-002201,CUS00209,2018-06-02 16:22:00,Store,Card,AUD,Thompson,Completed,2598.36,16.43,NaN,5.0,236.21,2484.87,Winter,False,-37.774066,144.876253,Desktop,Social,no special instruction,NaN
HORD004635,SRC-001-H-004635,CUS00010,2018-04-22 08:35:00,Store,Gift Card,AUD,Nickolson,Completed,4490.5,24.11,B1SAVE-84,25.0,408.23,3391.99,Autumn,True,-37.888574,144.979866,Tablet,Store,call before delivery,B1SAVE-84
HORD002308,SRC-001-H-002308,CUS00031,2018-06-30 09:33:00,Web,Gift Card,AUD,Thompson,Completed,2895.26,13.7,B1SAVE-77,25.0,263.21,2185.14,Winter,False,-37.824031,144.89967,Tablet,Organic,please use minimal packaging,B1SAVE-77
HORD004648,SRC-001-H-004648,CUS00191,2018-04-15 15:27:00,Mobile,PayPal,AUD,Bakers,Completed,9491.94,8.06,NaN,5.0,862.9,9025.4,Autumn,False,-37.807472,145.010301,Desktop,Referral,please leave at reception,NaN
HORD003526,SRC-001-H-003526,CUS00329,2018-11-26 15:01:00,Mobile,Bank Transfer,AUD,Nickolson,Completed,6836.32,11.75,NaN,5.0,621.48,6506.25,Spring,False,-37.870363,144.979417,Desktop,Social,call before delivery,NaN
HORD001807,SRC-001-H-001807,CUS00242,2018-12-21 08:02:00,Web,PayPal,AUD,Nickolson,Completed,7713.31,12.15,NaN,5.0,701.21,7339.79,Summer,False,-37.871966,144.970039,Tablet,Organic,gift purchase for a family member,NaN
HORD003939,SRC-001-H-003939,CUS00439,2018-05-06 12:11:00,Mobile,Card,AUD,Bakers,Completed,1461.37,9.27,B1SAVE-28,20.0,132.85,1178.37,Autumn,False,-37.790161,145.01679,Mobile,Organic,please use minimal packaging,B1SAVE-28
HORD003507,SRC-001-H-003507,CUS00404,2018-08-27 18:00:00,Web,PayPal,AUD,Bakers,Completed,4460.9,14.37,B1SAVE-76,15.0,405.54,3806.13,Winter,False,-37.854228,145.012265,Mobile,Referral,please leave at reception,B1SAVE-76
HORD004010,SRC-001-H-004010,CUS00176,2018-11-28 08:18:00,Store,Card,AUD,Thompson,Completed,2551.05,12.15,B1SAVE-19,15.0,231.91,2180.54,Spring,False,-37.755424,144.946165,Tablet,Store,call before delivery,B1SAVE-19
HORD000698,SRC-001-H-000698,CUS00155,2018-08-10 09:28:00,Web,Gift Card,AUD,Nickolson,Completed,1509.34,14.73,NaN,10.0,137.21,1373.14,Winter,False,-37.866542,144.987592,Mobile,Social,no special instruction,NaN
HORD003160,SRC-001-H-003160,CUS00264,2018-09-28 13:26:00,Store,PayPal,AUD,Nickolson,Completed,967.82,11.83,NaN,0.0,87.98,979.65,Spring,False,-37.871975,144.970914,Desktop,Social,please use minimal packaging,NaN
HORD000320,SRC-001-H-000320,CUS00015,2018-10-31 11:00:00,Web,Card,AUD,Thompson,Completed,2226.5,13.33,NaN,5.0,202.41,2128.5,Spring,False,-37.866316,144.886543,Desktop,Paid Search,no special instruction,NaN
HORD004809,SRC-001-H-004809,CUS00005,2018-09-24 21:10:00,Store,Gift Card,AUD,Thompson,Completed,1595.33,11.82,B1SAVE-18,15.0,145.03,1367.85,Spring,False,-37.799533,144.881801,Tablet,Referral,gift purchase for a family member,B1SAVE-18
HORD000316,SRC-001-H-000316,CUS00334,2018-09-26 21:25:00,Mobile,Bank Transfer,AUD,Thompson,Completed,4063.68,13.19,NaN,5.0,369.43,3873.69,Spring,False,-37.872074,144.899848,Tablet,Referral,gift purchase for a family member,NaN
HORD001541,SRC-001-H-001541,CUS00002,2018-09-01 18:37:00,Web,PayPal,AUD,Thompson,Completed,2283.51,10.47,B1SAVE-30,20.0,207.59,1837.28,Spring,False,-37.788775,144.912085,Desktop,Referral,no special instruction,B1SAVE-30
HORD000875,SRC-001-H-000875,CUS00432,2018-04-19 08:50:00,Store,PayPal,AUD,Thompson,Completed,1104.16,10.72,B1SAVE-84,15.0,100.38,949.26,Autumn,False,-37.807126,144.893305,Mobile,Paid Search,call before delivery,B1SAVE-84
HORD002866,SRC-001-H-002866,CUS00311,2018-11-20 16:36:00,Web,Bank Transfer,AUD,Thompson,Completed,2057.39,24.97,NaN,0.0,187.04,2082.36,Spring,True,-37.881573,144.882295,Mobile,Paid Search,please leave at reception,NaN
HORD002280,SRC-001-H-002280,CUS00208,2018-08-19 21:37:00,Mobile,Bank Transfer,AUD,Thompson,Completed,6552.02,14.1,NaN,10.0,595.64,5910.92,Winter,False,-37.832909,144.898421,Desktop,Store,please leave at reception,NaN
HORD002891,SRC-001-H-002891,CUS00034,2018-08-28 16:46:00,Web,Card,AUD,Thompson,Completed,2017.22,15.07,NaN,5.0,183.38,1931.43,Winter,False,-37.865031,144.932114,Mobile,Social,gift purchase for a family member,NaN
HORD000565,SRC-001-H-000565,CUS00352,2018-01-25 11:41:00,Mobile,Bank Transfer,AUD,Thompson,Completed,2065.61,11.43,B1SAVE-14,25.0,187.78,1560.64,Summer,False,-37.808837,144.891577,Mobile,Social,please leave at reception,B1SAVE-14
HORD002371,SRC-001-H-002371,CUS00028,2018-02-14 08:27:00,Web,Card,AUD,Bakers,Completed,724.13,11.65,B1SAVE-60,25.0,65.83,554.75,Summer,False,-37.794368,145.051223,Mobile,Paid Search,please leave at reception,B1SAVE-60
HORD000406,SRC-001-H-000406,CUS00188,2018-12-21 08:44:00,Web,Bank Transfer,AUD,Nickolson,Completed,3312.8,12.33,NaN,10.0,301.16,2993.85,Summer,False,-37.872868,144.954082,Mobile,Referral,please leave at reception,NaN
HORD000183,SRC-001-H-000183,CUS00390,2018-10-09 12:17:00,Store,Gift Card,AUD,Bakers,Completed,4435.57,22.97,B1SAVE-32,15.0,403.23,3793.2,Spring,True,-37.863832,145.032123,Tablet,Paid Search,call before delivery,B1SAVE-32
HORD004578,SRC-001-H-004578,CUS00442,2018-09-28 19:12:00,Mobile,Gift Card,AUD,Thompson,Completed,4003.01,11.31,NaN,10.0,363.91,3614.02,Spring,False,-37.794489,144.892237,Tablet,Store,please leave at reception,NaN
HORD001223,SRC-001-H-001223,CUS00354,2018-04-25 18:40:00,Mobile,Gift Card,AUD,Thompson,Completed,1567.97,8.6,NaN,10.0,142.54,1419.77,Autumn,False,-37.821552,144.926673,Desktop,Referral,no special instruction,NaN
HORD002167,SRC-001-H-002167,CUS00465,2018-10-16 18:05:00,Store,Card,AUD,Bakers,Completed,3519.96,21.75,NaN,5.0,320.0,3365.71,Spring,True,-37.852894,145.016788,Desktop,Organic,please leave at reception,NaN
HORD004055,SRC-001-H-004055,CUS00030,2018-11-03 21:15:00,Mobile,Gift Card,AUD,Nickolson,Completed,3200.46,8.46,B1SAVE-64,20.0,290.95,2568.83,Spring,False,-37.830191,144.972237,Tablet,Paid Search,no special instruction,B1SAVE-64
HORD004958,SRC-001-H-004958,CUS00329,2018-02-24 10:46:00,Mobile,Card,AUD,Nickolson,Completed,1853.33,12.07,NaN,5.0,168.48,1772.73,Summer,False,-37.870363,144.979417,Desktop,Social,gift purchase for a family member,NaN
HORD000985,SRC-001-H-000985,CUS00343,2018-10-29 13:55:00,Store,Bank Transfer,AUD,Bakers,Completed,2864.5,10.14,NaN,10.0,260.41,2588.19,Spring,False,-37.83028,145.027347,Tablet,Social,no special instruction,NaN
HORD003930,SRC-001-H-003930,CUS00493,2018-07-23 15:47:00,Web,Gift Card,AUD,Nickolson,Completed,2678.04,26.48,B1SAVE-19,20.0,243.46,2168.91,Winter,True,-37.854118,144.957546,Desktop,Store,call before delivery,B1SAVE-19
HORD001003,SRC-001-H-001003,CUS00283,2018-12-23 16:01:00,Store,Bank Transfer,AUD,Nickolson,Completed,1416.39,12.95,NaN,10.0,128.76,1287.7,Summer,False,-37.881946,144.976234,Mobile,Store,please use minimal packaging,NaN
HORD002276,SRC-001-H-002276,CUS00004,2018-08-27 14:19:00,Store,Bank Transfer,AUD,Thompson,Completed,5820.98,14.2,NaN,5.0,529.18,5544.13,Winter,False,-37.852041,144.920927,Desktop,Organic,please use minimal packaging,NaN
HORD002691,SRC-001-H-002691,CUS00155,2018-02-17 17:06:00,Mobile,Gift Card,AUD,Nickolson,Completed,376.98,11.89,NaN,0.0,34.27,388.87,Summer,False,-37.866542,144.987592,Mobile,Social,please leave at reception,NaN
HORD004103,SRC-001-H-004103,CUS00489,2018-03-09 21:25:00,Web,PayPal,AUD,Thompson,Completed,2931.78,11.75,NaN,5.0,266.53,2796.94,Autumn,False,-37.839484,144.886577,Desktop,Organic,please use minimal packaging,NaN
HORD001009,SRC-001-H-001009,CUS00338,2018-10-18 10:51:00,Web,PayPal,AUD,Thompson,Completed,1084.6,13.79,NaN,10.0,98.6,989.93,Spring,False,-37.874919,144.888747,Tablet,Paid Search,call before delivery,NaN
HORD002549,SRC-001-H-002549,CUS00135,2018-03-09 19:13:00,Web,Gift Card,AUD,Bakers,Completed,68.9,11.01,B1SAVE-78,20.0,6.26,66.13,Autumn,False,-37.773056,145.030404,Desktop,Social,call before delivery,B1SAVE-78
HORD000636,SRC-001-H-000636,CUS00334,2018-03-30 11:55:00,Web,Bank Transfer,AUD,Thompson,Completed,10164.38,13.08,B1SAVE-85,20.0,924.03,8144.58,Autumn,False,-37.872074,144.899848,Tablet,Referral,no special instruction,B1SAVE-85
HORD001149,SRC-001-H-001149,CUS00140,2018-07-06 13:11:00,Mobile,Card,AUD,Bakers,Completed,7849.16,13.67,NaN,5.0,713.56,7470.37,Winter,False,-37.780748,145.027521,Desktop,Organic,please use minimal packaging,NaN
HORD003014,SRC-001-H-003014,CUS00436,2018-12-18 15:40:00,Web,Bank Transfer,AUD,Thompson,Completed,6063.21,9.86,B1SAVE-63,15.0,551.2,5163.59,Summer,False,-37.815887,144.917027,Mobile,Referral,no special instruction,B1SAVE-63
HORD000794,SRC-001-H-000794,CUS00153,2018-10-27 20:45:00,Mobile,Gift Card,AUD,Thompson,Completed,3571.26,11.84,B1SAVE-83,20.0,324.66,2868.85,Spring,False,-37.759954,144.935857,Tablet,Referral,please use minimal packaging,B1SAVE-83
HORD004612,SRC-001-H-004612,CUS00403,2018-12-08 16:40:00,Mobile,Bank Transfer,AUD,Nickolson,Completed,1986.85,13.55,NaN,10.0,180.62,1801.71,Summer,False,-37.887414,144.993157,Tablet,Social,please leave at reception,NaN
HORD002065,SRC-001-H-002065,CUS00316,2018-12-31 21:41:00,Store,Card,AUD,Bakers,Completed,1778.98,11.77,B1SAVE-74,20.0,161.73,1434.95,Summer,False,-37.772966,145.034741,Mobile,Referral,please leave at reception,B1SAVE-74
HORD000128,SRC-001-H-000128,CUS00401,2018-01-24 11:14:00,Web,PayPal,AUD,Thompson,Completed,1600.54,12.6,NaN,0.0,145.5,1613.14,Summer,False,-37.763763,144.905223,Desktop,Paid Search,please use minimal packaging,NaN
HORD001011,SRC-001-H-001011,CUS00121,2018-10-17 21:31:00,Store,Bank Transfer,AUD,Thompson,Completed,3764.58,13.72,NaN,5.0,342.23,3590.07,Spring,False,-37.755894,144.881897,Desktop,Store,please use minimal packaging,NaN
HORD003338,SRC-001-H-003338,CUS00184,2018-04-08 13:00:00,Mobile,PayPal,AUD,Bakers,Completed,1247.46,12.23,NaN,0.0,113.41,1259.69,Autumn,False,-37.773142,145.055604,Desktop,Referral,gift purchase for a family member,NaN
HORD004547,SRC-001-H-004547,CUS00295,2018-07-23 11:03:00,Web,Bank Transfer,AUD,Bakers,Completed,5208.04,16.42,NaN,5.0,473.46,4964.06,Winter,False,-37.742097,144.995835,Mobile,Organic,call before delivery,NaN
HORD002206,SRC-001-H-002206,CUS00005,2018-01-16 19:28:00,Mobile,PayPal,AUD,Thompson,Completed,6685.8,22.14,B1SAVE-55,15.0,607.8,5705.07,Summer,True,-37.799533,144.881801,Tablet,Referral,please use minimal packaging,B1SAVE-55
HORD004448,SRC-001-H-004448,CUS00480,2018-04-13 16:21:00,Web,Gift Card,AUD,Thompson,Completed,3984.91,12.59,B1SAVE-57,15.0,362.26,3399.76,Autumn,False,-37.875845,144.930782,Desktop,Store,call before delivery,B1SAVE-57
HORD001667,SRC-001-H-001667,CUS00362,2018-04-17 17:07:00,Web,PayPal,AUD,Thompson,Completed,1350.41,7.07,NaN,0.0,122.76,1357.48,Autumn,False,-37.813238,144.947849,Desktop,Store,no special instruction,NaN
HORD003894,SRC-001-H-003894,CUS00150,2018-08-30 08:09:00,Store,Card,AUD,Thompson,Completed,618.61,14.52,B1SAVE-63,20.0,56.24,509.41,Winter,False,-37.809845,144.886586,Mobile,Organic,please leave at reception,B1SAVE-63
HORD000110,SRC-001-H-000110,CUS00495,2018-02-09 11:47:00,Web,PayPal,AUD,Thompson,Completed,4857.89,11.22,B1SAVE-39,25.0,441.63,3654.64,Summer,False,-37.771658,144.954209,Tablet,Referral,gift purchase for a family member,B1SAVE-39
HORD004725,SRC-001-H-004725,CUS00276,2018-01-06 16:31:00,Mobile,Bank Transfer,AUD,Thompson,Completed,1164.38,24.12,NaN,0.0,105.85,1188.5,Summer,True,-37.748377,144.889881,Desktop,Paid Search,no special instruction,NaN
HORD001222,SRC-001-H-001222,CUS00157,2018-02-08 21:43:00,Store,Gift Card,AUD,Thompson,Completed,1975.78,11.15,B1SAVE-31,15.0,179.62,1690.56,Summer,False,-37.806753,144.896461,Tablet,Organic,call before delivery,B1SAVE-31
HORD001417,SRC-001-H-001417,CUS00115,2018-09-11 13:39:00,Mobile,Gift Card,AUD,Bakers,Completed,4793.45,11.34,NaN,0.0,435.77,4804.79,Spring,False,-37.767044,145.020419,Mobile,Paid Search,please use minimal packaging,NaN
HORD003687,SRC-001-H-003687,CUS00274,2018-03-22 12:06:00,Web,Bank Transfer,AUD,Thompson,Completed,5170.59,10.7,NaN,0.0,470.05,5181.29,Autumn,False,-37.77164,144.932214,Desktop,Organic,please use minimal packaging,NaN
HORD001854,SRC-001-H-001854,CUS00079,2018-02-25 13:46:00,Web,Card,AUD,Bakers,Completed,5365.02,19.54,NaN,0.0,487.73,5384.56,Summer,True,-37.827941,145.005789,Desktop,Store,no special instruction,NaN
HORD002622,SRC-001-H-002622,CUS00337,2018-02-24 15:46:00,Mobile,Gift Card,AUD,Nickolson,Completed,8182.59,23.58,B1SAVE-71,20.0,743.87,6569.65,Summer,True,-37.888475,144.949566,Tablet,Paid Search,no special instruction,B1SAVE-71
HORD002213,SRC-001-H-002213,CUS00448,2018-10-24 18:27:00,Web,Gift Card,AUD,Thompson,Completed,289.49,10.19,NaN,10.0,26.32,270.73,Spring,False,-37.793524,144.912788,Mobile,Paid Search,call before delivery,NaN
HORD002507,SRC-001-H-002507,CUS00080,2018-02-19 11:03:00,Web,Gift Card,AUD,Thompson,Completed,3104.97,10.06,NaN,5.0,282.27,2959.78,Summer,False,-37.805115,144.914881,Mobile,Organic,please leave at reception,NaN
HORD002967,SRC-001-H-002967,CUS00120,2018-06-10 08:01:00,Mobile,Card,AUD,Bakers,Completed,5051.8,11.63,B1SAVE-16,20.0,459.25,4053.07,Winter,False,-37.792939,144.99866,Desktop,Organic,please use minimal packaging,B1SAVE-16
HORD003700,SRC-001-H-003700,CUS00495,2018-11-13 20:19:00,Store,PayPal,AUD,Thompson,Completed,1387.24,21.36,NaN,5.0,126.11,1339.24,Spring,True,-37.771658,144.954209,Tablet,Referral,call before delivery,NaN
HORD001847,SRC-001-H-001847,CUS00184,2018-02-01 15:16:00,Mobile,Bank Transfer,AUD,Bakers,Completed,3591.42,12.69,B1SAVE-16,15.0,326.49,3065.4,Summer,False,-37.773142,145.055604,Desktop,Referral,please use minimal packaging,B1SAVE-16
HORD000772,SRC-001-H-000772,CUS00436,2018-04-28 16:54:00,Web,Gift Card,AUD,Thompson,Completed,5182.87,20.08,B1SAVE-61,20.0,471.17,4166.38,Autumn,True,-37.815887,144.917027,Mobile,Referral,call before delivery,B1SAVE-61
HORD000388,SRC-001-H-000388,CUS00141,2018-07-23 14:01:00,Store,Card,AUD,Thompson,Completed,2879.25,11.98,B1SAVE-77,20.0,261.75,2315.38,Winter,False,-37.817939,144.921408,Mobile,Referral,please leave at reception,B1SAVE-77
HORD001653,SRC-001-H-001653,CUS00411,2018-08-06 10:52:00,Mobile,Bank Transfer,AUD,Thompson,Completed,4352.35,11.8,NaN,10.0,395.67,3928.92,Winter,False,-37.826469,144.93046,Desktop,Social,no special instruction,NaN
HORD000644,SRC-001-H-000644,CUS00077,2018-02-20 20:47:00,Web,Card,AUD,Thompson,Completed,4133.56,12.85,B1SAVE-13,25.0,375.78,3113.02,Summer,False,-37.750544,144.953891,Tablet,Social,gift purchase for a family member,B1SAVE-13
HORD002021,SRC-001-H-002021,CUS00439,2018-11-08 19:10:00,Store,PayPal,AUD,Bakers,Completed,2785.06,9.62,B1SAVE-30,25.0,253.19,2098.41,Spring,False,-37.790161,145.01679,Mobile,Organic,call before delivery,B1SAVE-30
HORD000984,SRC-001-H-000984,CUS00367,2018-02-13 20:59:00,Mobile,Bank Transfer,AUD,Thompson,Completed,5434.83,13.13,NaN,5.0,494.08,5176.22,Summer,False,-37.854167,144.882338,Mobile,Store,no special instruction,NaN
HORD000022,SRC-001-H-000022,CUS00159,2018-05-25 14:27:00,Mobile,Bank Transfer,AUD,Thompson,Completed,3239.73,22.98,B1SAVE-31,15.0,294.52,2776.75,Autumn,True,-37.796368,144.877422,Tablet,Store,gift purchase for a family member,B1SAVE-31
HORD002656,SRC-001-H-002656,CUS00082,2018-05-26 14:03:00,Mobile,Card,AUD,Thompson,Completed,3195.82,13.82,NaN,5.0,290.53,3049.85,Autumn,False,-37.748796,144.889085,Tablet,Referral,gift purchase for a family member,NaN
HORD002582,SRC-001-H-002582,CUS00468,2018-06-22 19:51:00,Store,Card,AUD,Thompson,Completed,2131.04,14.44,NaN,5.0,193.73,2038.93,Winter,False,-37.765743,144.947114,Desktop,Paid Search,please leave at reception,NaN
HORD001279,SRC-001-H-001279,CUS00108,2018-07-18 21:48:00,Web,Card,AUD,Bakers,Completed,2207.59,15.09,NaN,10.0,200.69,2001.92,Winter,False,-37.76246,145.027256,Desktop,Referral,gift purchase for a family member,NaN
HORD004095,SRC-001-H-004095,CUS00328,2018-06-20 16:35:00,Web,Bank Transfer,AUD,Bakers,Completed,7506.22,14.37,B1SAVE-24,20.0,682.38,6019.35,Winter,False,-37.823811,145.051033,Tablet,Social,no special instruction,B1SAVE-24
HORD003859,SRC-001-H-003859,CUS00071,2018-07-09 10:08:00,Mobile,PayPal,AUD,Bakers,Completed,10379.93,16.43,B1SAVE-28,15.0,943.63,8839.37,Winter,False,-37.766109,145.061004,Desktop,Organic,call before delivery,B1SAVE-28
HORD004033,SRC-001-H-004033,CUS00441,2018-10-30 17:40:00,Mobile,PayPal,AUD,Bakers,Completed,2500.44,13.09,NaN,5.0,227.31,2388.51,Spring,False,-37.867355,145.043615,Desktop,Paid Search,gift purchase for a family member,NaN
HORD001801,SRC-001-H-001801,CUS00362,2018-04-12 11:23:00,Mobile,Bank Transfer,AUD,Thompson,Completed,5537.03,7.07,B1SAVE-50,20.0,503.37,4436.69,Autumn,False,-37.813238,144.947849,Desktop,Store,call before delivery,B1SAVE-50
HORD003313,SRC-001-H-003313,CUS00263,2018-04-18 08:08:00,Store,Gift Card,AUD,Thompson,Completed,3161.33,11.68,NaN,5.0,287.39,3014.94,Autumn,False,-37.812248,144.878741,Tablet,Social,call before delivery,NaN
HORD001583,SRC-001-H-001583,CUS00431,2018-08-01 21:52:00,Mobile,Gift Card,AUD,Thompson,Completed,4746.21,10.99,B1SAVE-72,15.0,431.47,4045.27,Winter,False,-37.804553,144.955499,Tablet,Organic,gift purchase for a family member,B1SAVE-72
HORD000343,SRC-001-H-000343,CUS00305,2018-12-04 11:44:00,Mobile,Bank Transfer,AUD,Bakers,Completed,652.54,20.74,B1SAVE-32,15.0,59.32,575.4,Summer,True,-37.775139,145.001158,Tablet,Referral,no special instruction,B1SAVE-32
HORD002366,SRC-001-H-002366,CUS00219,2018-09-17 12:53:00,Web,Gift Card,AUD,Thompson,Completed,4560.36,10.21,NaN,5.0,414.58,4342.55,Spring,False,-37.83693,144.918129,Mobile,Social,please use minimal packaging,NaN
HORD002641,SRC-001-H-002641,CUS00029,2018-09-07 16:50:00,Mobile,Bank Transfer,AUD,Bakers,Completed,720.05,11.12,B1SAVE-10,15.0,65.46,623.16,Spring,False,-37.766708,145.008533,Tablet,Paid Search,please leave at reception,B1SAVE-10
HORD004078,SRC-001-H-004078,CUS00217,2018-02-24 14:23:00,Mobile,Card,AUD,Nickolson,Completed,6101.7,9.96,NaN,0.0,554.7,6111.66,Summer,False,-37.843338,144.97522,Mobile,Social,please use minimal packaging,NaN
HORD004197,SRC-001-H-004197,CUS00340,2018-03-05 09:16:00,Store,Bank Transfer,AUD,Bakers,Completed,1608.48,12.81,B1SAVE-46,15.0,146.23,1380.02,Autumn,False,-37.768262,145.061455,Tablet,Store,please use minimal packaging,B1SAVE-46
HORD002574,SRC-001-H-002574,CUS00458,2018-07-07 13:37:00,Web,Bank Transfer,AUD,Bakers,Completed,4529.56,16.47,B1SAVE-23,15.0,411.78,3866.6,Winter,False,-37.874564,145.024221,Mobile,Organic,call before delivery,B1SAVE-23
HORD003273,SRC-001-H-003273,CUS00086,2018-02-25 08:17:00,Mobile,Bank Transfer,AUD,Thompson,Completed,1341.7,13.57,B1SAVE-82,15.0,121.97,1154.01,Summer,False,-37.742507,144.965006,Desktop,Paid Search,please use minimal packaging,B1SAVE-82
HORD003206,SRC-001-H-003206,CUS00441,2018-06-12 09:04:00,Web,Gift Card,AUD,Bakers,Completed,1575.2,16.51,B1SAVE-15,20.0,143.2,1276.67,Winter,False,-37.867355,145.043615,Desktop,Paid Search,no special instruction,B1SAVE-15
HORD003271,SRC-001-H-003271,CUS00023,2018-12-18 18:23:00,Store,Card,AUD,Thompson,Completed,1324.59,12.95,B1SAVE-80,15.0,120.42,1138.85,Summer,False,-37.763132,144.896604,Desktop,Store,please leave at reception,B1SAVE-80
HORD003265,SRC-001-H-003265,CUS00165,2018-06-21 08:51:00,Mobile,Card,AUD,Bakers,Completed,2855.37,12.68,B1SAVE-74,15.0,259.58,2439.74,Winter,False,-37.838238,144.998187,Tablet,Organic,please leave at reception,B1SAVE-74
HORD003784,SRC-001-H-003784,CUS00078,2018-12-07 13:55:00,Web,Bank Transfer,AUD,Thompson,Completed,6936.63,13.14,NaN,10.0,630.6,6256.11,Summer,False,-37.74663,144.94844,Desktop,Organic,please use minimal packaging,NaN
HORD001365,SRC-001-H-001365,CUS00184,2018-03-05 15:04:00,Store,Bank Transfer,AUD,Bakers,Completed,552.84,12.23,NaN,10.0,50.26,509.79,Autumn,False,-37.773142,145.055604,Desktop,Referral,call before delivery,NaN
HORD001345,SRC-001-H-001345,CUS00442,2018-03-28 10:11:00,Mobile,Bank Transfer,AUD,Thompson,Completed,1540.04,22.08,B1SAVE-74,25.0,140.0,1177.11,Autumn,True,-37.794489,144.892237,Tablet,Store,no special instruction,B1SAVE-74
HORD000980,SRC-001-H-000980,CUS00344,2018-10-17 08:16:00,Mobile,Gift Card,AUD,Bakers,Completed,2576.59,14.22,B1SAVE-29,20.0,234.24,2075.49,Spring,False,-37.88841,145.028672,Tablet,Organic,gift purchase for a family member,B1SAVE-29
HORD002765,SRC-001-H-002765,CUS00230,2018-09-08 20:13:00,Mobile,PayPal,AUD,Bakers,Completed,4753.97,24.71,NaN,5.0,432.18,4540.98,Spring,True,-37.885923,145.036622,Tablet,Organic,call before delivery,NaN
HORD004144,SRC-001-H-004144,CUS00028,2018-11-25 19:19:00,Store,PayPal,AUD,Bakers,Completed,5814.62,11.31,B1SAVE-73,20.0,528.6,4663.01,Spring,False,-37.794368,145.051223,Mobile,Paid Search,gift purchase for a family member,B1SAVE-73
HORD002099,SRC-001-H-002099,CUS00349,2018-06-03 15:30:00,Web,Gift Card,AUD,Bakers,Completed,3673.41,28.33,NaN,0.0,333.95,3701.74,Winter,True,-37.754677,145.009409,Mobile,Store,gift purchase for a family member,NaN
HORD002559,SRC-001-H-002559,CUS00488,2018-07-26 17:40:00,Mobile,Gift Card,AUD,Thompson,Completed,3995.16,14.19,NaN,10.0,363.2,3609.83,Winter,False,-37.778574,144.911295,Desktop,Organic,no special instruction,NaN
HORD003077,SRC-001-H-003077,CUS00382,2018-01-08 21:00:00,Mobile,PayPal,AUD,Thompson,Completed,764.97,11.81,B1SAVE-46,20.0,69.54,623.79,Summer,False,-37.764385,144.957216,Desktop,Store,gift purchase for a family member,B1SAVE-46
