product_id,product_name,category,brand,unit_price,unit_cost,launch_year,warranty_months,weight_kg,product_sku,subcategory,model_family,colour,supplier_id,supplier_country,launch_date,tax_category,package_type,recyclable_packaging,active_flag,product_description_clean
PRD0163,Candle Bloom 262,Tablet,Candle,1426.46,1040.64,2012,24,0.45,SKU-CAN00163,Productivity Tablet,Arc,Gold,SUP015,Vietnam,2012-11-04,GST_STANDARD,Box,True,True,"productivity tablet designed for portable media and video calls, in the arc family and supplied by candle with a 24-month warranty."
PRD0164,Vela Halo 263,Home Entertainment,Vela,649.27,429.09,2016,24,8.677,SKU-VEL00164,Smart Display,Atlas,Blue,SUP016,Vietnam,2016-08-08,GST_STANDARD,Protective case,True,True,"smart display designed for music and spoken-content playback, in the atlas family and supplied by vela with a 24-month warranty."
PRD0165,Candle Quest 264,Audio,Candle,567.68,307.54,2015,12,0.459,SKU-CAN00165,Wireless Audio,Bloom,Gold,SUP017,Australia,2015-03-02,GST_STANDARD,Box,True,True,"wireless audio designed for music during focused desk work, in the bloom family and supplied by candle with a 12-month warranty."
PRD0166,Vela Wave 265,Smart Home,Vela,822.52,536.47,2015,12,0.309,SKU-VEL00166,Home Automation,Core,Green,SUP018,Vietnam,2015-04-23,GST_STANDARD,Recycled box,True,True,"home automation designed for scheduled control of a household power outlet, in the core family and supplied by vela with a 12-month warranty."
PRD0167,Candle Edge 266,Gaming,Candle,2512.16,1681.91,2016,24,1.049,SKU-CAN00167,Gaming Hardware,Edge,Green,SUP019,China,2016-09-03,GST_STANDARD,Protective case,True,True,"gaming hardware designed for casual games in a shared room, in the edge family and supplied by candle with a 24-month warranty."
PRD0168,Vela Nova 267,Wearable,Vela,341.32,189.75,2013,12,0.112,SKU-VEL00168,Health Wearable,Echo,Blue,SUP020,Japan,2013-07-20,GST_STANDARD,Recycled box,True,True,"health wearable designed for walking and commute notifications, in the echo family and supplied by vela with a 12-month warranty."
PRD0169,Candle Shift 268,Networking,Candle,1130.0,765.56,2015,24,0.722,SKU-CAN00169,Connected Network,Flux,Black,SUP021,Vietnam,2015-12-12,GST_STANDARD,Recycled box,False,False,"connected network designed for connecting several shared household devices, in the flux family and supplied by candle with a 24-month warranty."
PRD0170,Vela Atlas 269,Accessory,Vela,90.68,62.95,2016,12,0.163,SKU-VEL00170,Mobile Accessory,Halo,White,SUP022,Malaysia,2016-02-17,GST_STANDARD,Recycled box,False,True,"mobile accessory designed for protective storage during travel, in the halo family and supplied by vela with a 12-month warranty."
PRD0171,Candle Flux 270,Laptop,Candle,1970.35,1051.37,2012,24,1.937,SKU-CAN00171,Ultrabook,Lumen,Green,SUP023,Japan,2012-09-03,GST_STANDARD,Recycled box,True,True,"ultrabook designed for creative projects and media editing, in the lumen family and supplied by candle with a 24-month warranty."
PRD0172,Vela Pulse 271,Smartphone,Vela,594.18,411.6,2012,24,0.304,SKU-VEL00172,5G Smartphone,Nova,Green,SUP024,Japan,2012-05-21,GST_STANDARD,Protective case,False,True,"5g smartphone designed for work calls and calendar management, in the nova family and supplied by vela with a 24-month warranty."
PRD0173,Candle Vista 272,Tablet,Candle,906.06,623.73,2017,24,0.739,SKU-CAN00173,Productivity Tablet,Orbit,Blue,SUP025,Japan,2017-10-16,GST_STANDARD,Protective case,True,True,"productivity tablet designed for field forms and client presentations, in the orbit family and supplied by candle with a 24-month warranty."
PRD0174,Vela Core 273,Home Entertainment,Vela,3628.06,2474.72,2017,24,6.603,SKU-VEL00174,Smart Display,Pulse,Graphite,SUP026,China,2017-03-14,GST_STANDARD,Protective case,True,True,"smart display designed for family media streaming, in the pulse family and supplied by vela with a 24-month warranty."
PRD0175,Candle Lumen 274,Audio,Candle,1014.37,590.56,2013,12,0.394,SKU-CAN00175,Wireless Audio,Quest,Graphite,SUP027,Japan,2013-03-04,GST_STANDARD,Recycled box,True,True,"wireless audio designed for video calls and online classes, in the quest family and supplied by candle with a 12-month warranty."
PRD0176,Vela Ridge 275,Smart Home,Vela,653.3,394.12,2014,12,0.427,SKU-VEL00176,Home Automation,Ridge,Silver,SUP028,Australia,2014-09-10,GST_STANDARD,Protective case,False,True,"home automation designed for indoor temperature and humidity monitoring, in the ridge family and supplied by vela with a 12-month warranty."
PRD0177,Candle Arc 276,Gaming,Candle,1216.85,711.29,2014,24,1.001,SKU-CAN00177,Gaming Hardware,Shift,Green,SUP029,Australia,2014-02-10,GST_STANDARD,Box,True,True,"gaming hardware designed for competitive play and voice communication, in the shift family and supplied by candle with a 24-month warranty."
PRD0178,Vela Echo 277,Wearable,Vela,131.81,98.81,2014,12,0.165,SKU-VEL00178,Health Wearable,Spark,White,SUP030,Australia,2014-05-27,GST_STANDARD,Protective case,True,True,"health wearable designed for exercise session summaries, in the spark family and supplied by vela with a 12-month warranty."
PRD0179,Candle Orbit 278,Networking,Candle,1481.8,1017.08,2012,24,0.851,SKU-CAN00179,Connected Network,Vista,Gold,SUP031,Malaysia,2012-01-04,GST_STANDARD,Protective case,True,True,"connected network designed for video meetings and media streaming, in the vista family and supplied by candle with a 24-month warranty."
PRD0180,Vela Spark 279,Accessory,Vela,386.36,202.92,2015,12,0.135,SKU-VEL00180,Mobile Accessory,Wave,Graphite,SUP032,China,2015-08-04,GST_STANDARD,Recycled box,False,True,"mobile accessory designed for charging-cable organisation, in the wave family and supplied by vela with a 12-month warranty."
PRD0181,Candle Bloom 280,Laptop,Candle,2668.69,1985.51,2016,24,2.052,SKU-CAN00181,Ultrabook,Arc,Red,SUP033,Malaysia,2016-03-24,GST_STANDARD,Box,True,True,"ultrabook designed for shared home-office administration, in the arc family and supplied by candle with a 24-month warranty."
PRD0182,Vela Halo 281,Smartphone,Vela,331.32,221.79,2016,24,0.204,SKU-VEL00182,5G Smartphone,Atlas,Graphite,SUP034,Australia,2016-01-03,GST_STANDARD,Recycled box,False,True,"5g smartphone designed for travel planning and media use, in the atlas family and supplied by vela with a 24-month warranty."
PRD0183,Candle Quest 282,Tablet,Candle,1008.76,759.36,2013,24,0.781,SKU-CAN00183,Productivity Tablet,Bloom,White,SUP035,Korea,2013-09-21,GST_STANDARD,Recycled box,True,True,"productivity tablet designed for family learning and shared browsing, in the bloom family and supplied by candle with a 24-month warranty."
PRD0184,Vela Wave 283,Home Entertainment,Vela,607.47,305.08,2015,24,8.396,SKU-VEL00184,Smart Display,Core,Graphite,SUP036,Japan,2015-11-18,GST_STANDARD,Box,True,True,"smart display designed for casual living-room gaming, in the core family and supplied by vela with a 24-month warranty."
PRD0185,Candle Edge 284,Audio,Candle,1138.66,817.95,2015,12,0.549,SKU-CAN00185,Wireless Audio,Edge,Red,SUP037,Korea,2015-10-20,GST_STANDARD,Box,True,True,"wireless audio designed for shared-room music playback, in the edge family and supplied by candle with a 12-month warranty."
PRD0186,Vela Nova 285,Smart Home,Vela,480.83,280.0,2015,12,0.423,SKU-VEL00186,Home Automation,Echo,Black,SUP001,Korea,2015-09-01,GST_STANDARD,Box,True,True,"home automation designed for door and window activity alerts, in the echo family and supplied by vela with a 12-month warranty."
PRD0187,Candle Shift 286,Gaming,Candle,2390.01,1242.94,2015,24,0.874,SKU-CAN00187,Gaming Hardware,Flux,Green,SUP002,Malaysia,2015-12-10,GST_STANDARD,Protective case,True,False,"gaming hardware designed for portable gaming and travel, in the flux family and supplied by candle with a 24-month warranty."
PRD0188,Vela Atlas 287,Wearable,Vela,370.0,212.78,2012,12,0.106,SKU-VEL00188,Health Wearable,Halo,Green,SUP003,Malaysia,2012-07-27,GST_STANDARD,Box,True,True,"health wearable designed for calendar alerts and quick message checks, in the halo family and supplied by vela with a 12-month warranty."
PRD0189,Candle Flux 288,Networking,Candle,1162.73,686.53,2016,24,0.751,SKU-CAN00189,Connected Network,Lumen,Graphite,SUP004,Korea,2016-12-22,GST_STANDARD,Box,True,True,"connected network designed for guest-network and device management, in the lumen family and supplied by candle with a 24-month warranty."
PRD0190,Vela Pulse 289,Accessory,Vela,248.59,147.77,2012,12,0.134,SKU-VEL00190,Mobile Accessory,Nova,White,SUP005,Australia,2012-12-26,GST_STANDARD,Protective case,True,False,"mobile accessory designed for connecting several devices through one compact adapter, in the nova family and supplied by vela with a 12-month warranty."
PRD0191,Candle Vista 290,Laptop,Candle,1103.43,828.27,2012,24,1.804,SKU-CAN00191,Ultrabook,Orbit,Black,SUP006,Malaysia,2012-02-19,GST_STANDARD,Box,True,True,"ultrabook designed for travel-based work and presentations, in the orbit family and supplied by candle with a 24-month warranty."
PRD0192,Vela Core 291,Smartphone,Vela,1657.76,1093.06,2012,24,0.266,SKU-VEL00192,5G Smartphone,Pulse,Black,SUP007,China,2012-12-26,GST_STANDARD,Box,True,True,"5g smartphone designed for family communication and casual apps, in the pulse family and supplied by vela with a 24-month warranty."
PRD0193,Candle Lumen 292,Tablet,Candle,1208.58,621.66,2015,24,0.615,SKU-CAN00193,Productivity Tablet,Quest,Blue,SUP008,Vietnam,2015-12-08,GST_STANDARD,Recycled box,True,True,"productivity tablet designed for drawing and lightweight creative work, in the quest family and supplied by candle with a 24-month warranty."
PRD0194,Vela Ridge 293,Home Entertainment,Vela,2883.61,1635.69,2013,24,7.873,SKU-VEL00194,Smart Display,Ridge,Red,SUP009,Japan,2013-06-23,GST_STANDARD,Protective case,True,True,"smart display designed for presentations and photo viewing, in the ridge family and supplied by vela with a 24-month warranty."
PRD0195,Candle Arc 294,Audio,Candle,715.6,452.83,2013,12,0.657,SKU-CAN00195,Wireless Audio,Shift,Green,SUP010,Japan,2013-06-13,GST_STANDARD,Box,True,True,"wireless audio designed for long listening sessions at home, in the shift family and supplied by candle with a 12-month warranty."
PRD0196,Vela Echo 295,Smart Home,Vela,206.29,141.43,2015,12,0.262,SKU-VEL00196,Home Automation,Spark,Black,SUP011,Korea,2015-07-14,GST_STANDARD,Protective case,False,True,"home automation designed for automated blind and curtain routines, in the spark family and supplied by vela with a 12-month warranty."
PRD0197,Candle Orbit 296,Gaming,Candle,1972.76,1435.23,2017,24,1.228,SKU-CAN00197,Gaming Hardware,Vista,Silver,SUP012,Korea,2017-02-04,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for game streaming and media capture, in the vista family and supplied by candle with a 24-month warranty."
PRD0198,Vela Spark 297,Wearable,Vela,492.76,304.19,2016,12,0.15,SKU-VEL00198,Health Wearable,Wave,Blue,SUP013,China,2016-05-24,GST_STANDARD,Protective case,True,True,"health wearable designed for habit reminders and everyday timekeeping, in the wave family and supplied by vela with a 12-month warranty."
PRD0199,Candle Bloom 298,Networking,Candle,1349.0,860.15,2012,24,0.92,SKU-CAN00199,Connected Network,Arc,Graphite,SUP014,China,2012-10-23,GST_STANDARD,Box,False,True,"connected network designed for extending coverage between rooms, in the arc family and supplied by candle with a 24-month warranty."
PRD0200,Vela Halo 299,Accessory,Vela,148.27,94.26,2012,12,0.181,SKU-VEL00200,Mobile Accessory,Atlas,Red,SUP015,Malaysia,2012-05-12,GST_STANDARD,Box,True,True,"mobile accessory designed for hands-free device support in a shared workspace, in the atlas family and supplied by vela with a 12-month warranty."
PRD0201,Candle Quest 300,Laptop,Candle,3066.38,1962.41,2014,24,1.081,SKU-CAN00201,Ultrabook,Bloom,Silver,SUP016,Korea,2014-02-23,GST_STANDARD,Box,True,True,"ultrabook designed for portable document work and video meetings, in the bloom family and supplied by candle with a 24-month warranty."
PRD0202,Vela Wave 301,Smartphone,Vela,1891.9,1297.03,2016,24,0.262,SKU-VEL00202,5G Smartphone,Core,White,SUP017,Australia,2016-12-05,GST_STANDARD,Recycled box,False,True,"5g smartphone designed for daily communication and navigation, in the core family and supplied by vela with a 24-month warranty."
PRD0203,Candle Edge 302,Tablet,Candle,427.62,284.36,2012,24,0.459,SKU-CAN00203,Productivity Tablet,Edge,Graphite,SUP018,China,2012-12-18,GST_STANDARD,Protective case,True,True,"productivity tablet designed for reading, annotation and handwritten notes, in the edge family and supplied by candle with a 24-month warranty."
PRD0204,Vela Nova 303,Home Entertainment,Vela,3651.04,2358.75,2012,24,5.652,SKU-VEL00204,Smart Display,Echo,Blue,SUP019,Korea,2012-06-16,GST_STANDARD,Protective case,False,True,"smart display designed for shared film and television viewing, in the echo family and supplied by vela with a 24-month warranty."
PRD0205,Candle Shift 304,Audio,Candle,1030.02,522.02,2015,12,0.539,SKU-CAN00205,Wireless Audio,Flux,Blue,SUP020,Japan,2015-11-27,GST_STANDARD,Recycled box,True,True,"wireless audio designed for commuting and spoken-content listening, in the flux family and supplied by candle with a 12-month warranty."
PRD0206,Vela Atlas 305,Smart Home,Vela,433.31,248.58,2014,12,0.3,SKU-VEL00206,Home Automation,Halo,Blue,SUP021,Malaysia,2014-09-05,GST_STANDARD,Recycled box,True,True,"home automation designed for app-controlled room lighting, in the halo family and supplied by vela with a 12-month warranty."
PRD0207,Candle Flux 306,Gaming,Candle,2341.74,1740.12,2012,24,0.909,SKU-CAN00207,Gaming Hardware,Lumen,Red,SUP022,Australia,2012-04-22,GST_STANDARD,Protective case,True,True,"gaming hardware designed for long desktop gaming sessions, in the lumen family and supplied by candle with a 24-month warranty."
PRD0208,Vela Pulse 307,Wearable,Vela,569.31,379.7,2013,12,0.124,SKU-VEL00208,Health Wearable,Nova,White,SUP023,China,2013-03-15,GST_STANDARD,Box,True,True,"health wearable designed for daily activity and sleep tracking, in the nova family and supplied by vela with a 12-month warranty."
PRD0209,Candle Vista 308,Networking,Candle,164.63,114.41,2016,24,0.735,SKU-CAN00209,Connected Network,Orbit,Gold,SUP024,Australia,2016-08-13,GST_STANDARD,Box,True,True,"connected network designed for home-office wireless coverage, in the orbit family and supplied by candle with a 24-month warranty."
PRD0210,Vela Core 309,Accessory,Vela,408.84,246.35,2014,12,0.208,SKU-VEL00210,Mobile Accessory,Pulse,Graphite,SUP025,Malaysia,2014-11-04,GST_STANDARD,Recycled box,True,True,"mobile accessory designed for adjustable desk mounting and device positioning, in the pulse family and supplied by vela with a 12-month warranty."
PRD0211,Candle Lumen 310,Laptop,Candle,901.64,460.96,2016,24,1.384,SKU-CAN00211,Ultrabook,Quest,Gold,SUP026,Malaysia,2016-12-11,GST_STANDARD,Box,False,True,"ultrabook designed for study, research and note taking, in the quest family and supplied by candle with a 24-month warranty."
PRD0212,Vela Ridge 311,Smartphone,Vela,1821.52,1170.5,2013,24,0.268,SKU-VEL00212,5G Smartphone,Ridge,Graphite,SUP027,Korea,2013-07-20,GST_STANDARD,Protective case,True,True,"5g smartphone designed for mobile photography and messaging, in the ridge family and supplied by vela with a 24-month warranty."
PRD0213,Candle Arc 312,Tablet,Candle,351.6,221.58,2012,24,0.478,SKU-CAN00213,Productivity Tablet,Shift,Green,SUP028,Japan,2012-02-11,GST_STANDARD,Recycled box,True,True,"productivity tablet designed for portable media and video calls, in the shift family and supplied by candle with a 24-month warranty."
PRD0214,Vela Echo 313,Home Entertainment,Vela,753.54,441.4,2014,24,6.152,SKU-VEL00214,Smart Display,Spark,Silver,SUP029,Japan,2014-12-18,GST_STANDARD,Recycled box,True,True,"smart display designed for music and spoken-content playback, in the spark family and supplied by vela with a 24-month warranty."
PRD0215,Candle Orbit 314,Audio,Candle,580.92,439.0,2015,12,0.464,SKU-CAN00215,Wireless Audio,Vista,Silver,SUP030,Vietnam,2015-08-12,GST_STANDARD,Recycled box,False,True,"wireless audio designed for music during focused desk work, in the vista family and supplied by candle with a 12-month warranty."
PRD0216,Vela Spark 315,Smart Home,Vela,823.62,424.53,2016,12,0.437,SKU-VEL00216,Home Automation,Wave,Gold,SUP031,Vietnam,2016-08-22,GST_STANDARD,Protective case,False,True,"home automation designed for scheduled control of a household power outlet, in the wave family and supplied by vela with a 12-month warranty."
PRD0217,Candle Bloom 316,Gaming,Candle,441.18,319.29,2013,24,1.519,SKU-CAN00217,Gaming Hardware,Arc,Gold,SUP032,Australia,2013-08-18,GST_STANDARD,Box,True,True,"gaming hardware designed for casual games in a shared room, in the arc family and supplied by candle with a 24-month warranty."
PRD0218,Vela Halo 317,Wearable,Vela,490.11,256.92,2012,12,0.117,SKU-VEL00218,Health Wearable,Atlas,Black,SUP033,China,2012-07-11,GST_STANDARD,Recycled box,True,True,"health wearable designed for walking and commute notifications, in the atlas family and supplied by vela with a 12-month warranty."
PRD0219,Candle Quest 318,Networking,Candle,1110.34,590.11,2015,24,0.607,SKU-CAN00219,Connected Network,Bloom,White,SUP034,China,2015-09-01,GST_STANDARD,Protective case,True,True,"connected network designed for connecting several shared household devices, in the bloom family and supplied by candle with a 24-month warranty."
PRD0220,Vela Wave 319,Accessory,Vela,201.85,109.71,2012,12,0.195,SKU-VEL00220,Mobile Accessory,Core,Graphite,SUP035,Japan,2012-06-15,GST_STANDARD,Recycled box,True,True,"mobile accessory designed for protective storage during travel, in the core family and supplied by vela with a 12-month warranty."
PRD0221,Candle Edge 320,Laptop,Candle,2253.19,1142.99,2014,24,1.091,SKU-CAN00221,Ultrabook,Edge,Blue,SUP036,Vietnam,2014-10-14,GST_STANDARD,Box,True,True,"ultrabook designed for creative projects and media editing, in the edge family and supplied by candle with a 24-month warranty."
PRD0222,Vela Nova 321,Smartphone,Vela,1721.64,1005.05,2014,24,0.185,SKU-VEL00222,5G Smartphone,Echo,Gold,SUP037,Korea,2014-08-05,GST_STANDARD,Box,True,True,"5g smartphone designed for work calls and calendar management, in the echo family and supplied by vela with a 24-month warranty."
PRD0223,Candle Shift 322,Tablet,Candle,1020.19,624.51,2016,24,0.744,SKU-CAN00223,Productivity Tablet,Flux,Black,SUP001,China,2016-08-04,GST_STANDARD,Recycled box,True,True,"productivity tablet designed for field forms and client presentations, in the flux family and supplied by candle with a 24-month warranty."
PRD0224,Vela Atlas 323,Home Entertainment,Vela,460.12,300.26,2014,24,6.657,SKU-VEL00224,Smart Display,Halo,Gold,SUP002,Australia,2014-09-21,GST_STANDARD,Recycled box,True,True,"smart display designed for family media streaming, in the halo family and supplied by vela with a 24-month warranty."
PRD0225,Candle Flux 324,Audio,Candle,255.65,193.93,2016,12,0.652,SKU-CAN00225,Wireless Audio,Lumen,Gold,SUP003,Australia,2016-04-25,GST_STANDARD,Box,False,True,"wireless audio designed for video calls and online classes, in the lumen family and supplied by candle with a 12-month warranty."
PRD0226,Vela Pulse 325,Smart Home,Vela,202.49,113.73,2015,12,0.433,SKU-VEL00226,Home Automation,Nova,Graphite,SUP004,Australia,2015-05-01,GST_STANDARD,Box,True,False,"home automation designed for indoor temperature and humidity monitoring, in the nova family and supplied by vela with a 12-month warranty."
PRD0227,Candle Vista 326,Gaming,Candle,853.87,569.34,2013,24,1.331,SKU-CAN00227,Gaming Hardware,Orbit,Gold,SUP005,Malaysia,2013-08-18,GST_STANDARD,Box,False,True,"gaming hardware designed for competitive play and voice communication, in the orbit family and supplied by candle with a 24-month warranty."
PRD0228,Vela Core 327,Wearable,Vela,419.86,287.44,2013,12,0.098,SKU-VEL00228,Health Wearable,Pulse,Silver,SUP006,Australia,2013-06-13,GST_STANDARD,Box,False,True,"health wearable designed for exercise session summaries, in the pulse family and supplied by vela with a 12-month warranty."
PRD0229,Candle Lumen 328,Networking,Candle,813.08,499.18,2017,24,0.893,SKU-CAN00229,Connected Network,Quest,Blue,SUP007,China,2017-06-22,GST_STANDARD,Protective case,False,True,"connected network designed for video meetings and media streaming, in the quest family and supplied by candle with a 24-month warranty."
PRD0230,Vela Ridge 329,Accessory,Vela,72.62,52.57,2014,12,0.202,SKU-VEL00230,Mobile Accessory,Ridge,Silver,SUP008,Malaysia,2014-06-09,GST_STANDARD,Recycled box,True,True,"mobile accessory designed for charging-cable organisation, in the ridge family and supplied by vela with a 12-month warranty."
PRD0231,Candle Arc 330,Laptop,Candle,1774.07,877.51,2015,24,1.317,SKU-CAN00231,Ultrabook,Shift,Red,SUP009,Japan,2015-06-12,GST_STANDARD,Box,False,True,"ultrabook designed for shared home-office administration, in the shift family and supplied by candle with a 24-month warranty."
PRD0232,Vela Echo 331,Smartphone,Vela,358.39,204.62,2013,24,0.175,SKU-VEL00232,5G Smartphone,Spark,Blue,SUP010,China,2013-01-26,GST_STANDARD,Protective case,False,True,"5g smartphone designed for travel planning and media use, in the spark family and supplied by vela with a 24-month warranty."
PRD0233,Candle Orbit 332,Tablet,Candle,1369.87,843.81,2012,24,0.6,SKU-CAN00233,Productivity Tablet,Vista,White,SUP011,Japan,2012-12-27,GST_STANDARD,Box,True,True,"productivity tablet designed for family learning and shared browsing, in the vista family and supplied by candle with a 24-month warranty."
PRD0234,Vela Spark 333,Home Entertainment,Vela,2457.44,1539.78,2014,24,5.44,SKU-VEL00234,Smart Display,Wave,Blue,SUP012,Malaysia,2014-03-22,GST_STANDARD,Recycled box,True,True,"smart display designed for casual living-room gaming, in the wave family and supplied by vela with a 24-month warranty."
PRD0235,Candle Bloom 334,Audio,Candle,158.61,106.98,2015,12,0.57,SKU-CAN00235,Wireless Audio,Arc,Silver,SUP013,Korea,2015-08-08,GST_STANDARD,Box,True,True,"wireless audio designed for shared-room music playback, in the arc family and supplied by candle with a 12-month warranty."
PRD0236,Vela Halo 335,Smart Home,Vela,135.01,68.58,2014,12,0.368,SKU-VEL00236,Home Automation,Atlas,Black,SUP014,Korea,2014-09-12,GST_STANDARD,Box,False,False,"home automation designed for door and window activity alerts, in the atlas family and supplied by vela with a 12-month warranty."
PRD0237,Candle Quest 336,Gaming,Candle,1587.04,849.6,2013,24,0.911,SKU-CAN00237,Gaming Hardware,Bloom,Red,SUP015,China,2013-09-26,GST_STANDARD,Protective case,False,True,"gaming hardware designed for portable gaming and travel, in the bloom family and supplied by candle with a 24-month warranty."
PRD0238,Vela Wave 337,Wearable,Vela,866.49,445.11,2015,12,0.101,SKU-VEL00238,Health Wearable,Core,Silver,SUP016,Malaysia,2015-03-12,GST_STANDARD,Protective case,True,False,"health wearable designed for calendar alerts and quick message checks, in the core family and supplied by vela with a 12-month warranty."
PRD0239,Candle Edge 338,Networking,Candle,271.25,176.63,2016,24,0.614,SKU-CAN00239,Connected Network,Edge,Silver,SUP017,Korea,2016-01-27,GST_STANDARD,Recycled box,True,True,"connected network designed for guest-network and device management, in the edge family and supplied by candle with a 24-month warranty."
PRD0240,Vela Nova 339,Accessory,Vela,371.29,196.14,2014,12,0.222,SKU-VEL00240,Mobile Accessory,Echo,Blue,SUP018,Korea,2014-12-13,GST_STANDARD,Recycled box,True,True,"mobile accessory designed for connecting several devices through one compact adapter, in the echo family and supplied by vela with a 12-month warranty."
PRD0241,Candle Shift 340,Laptop,Candle,2817.68,1897.31,2016,24,1.324,SKU-CAN00241,Ultrabook,Flux,Graphite,SUP019,Malaysia,2016-06-08,GST_STANDARD,Box,False,True,"ultrabook designed for travel-based work and presentations, in the flux family and supplied by candle with a 24-month warranty."
PRD0242,Vela Atlas 341,Smartphone,Vela,600.25,388.77,2012,24,0.224,SKU-VEL00242,5G Smartphone,Halo,Silver,SUP020,China,2012-02-06,GST_STANDARD,Recycled box,True,True,"5g smartphone designed for family communication and casual apps, in the halo family and supplied by vela with a 24-month warranty."
PRD0243,Candle Flux 342,Tablet,Candle,567.88,411.18,2015,24,0.452,SKU-CAN00243,Productivity Tablet,Lumen,Blue,SUP021,Japan,2015-01-04,GST_STANDARD,Protective case,True,True,"productivity tablet designed for drawing and lightweight creative work, in the lumen family and supplied by candle with a 24-month warranty."
PRD0244,Vela Pulse 343,Home Entertainment,Vela,2495.06,1496.18,2016,24,6.495,SKU-VEL00244,Smart Display,Nova,Green,SUP022,Vietnam,2016-10-17,GST_STANDARD,Box,True,True,"smart display designed for presentations and photo viewing, in the nova family and supplied by vela with a 24-month warranty."
PRD0245,Candle Vista 344,Audio,Candle,645.34,485.99,2012,12,0.627,SKU-CAN00245,Wireless Audio,Orbit,Red,SUP023,Vietnam,2012-09-18,GST_STANDARD,Box,True,True,"wireless audio designed for long listening sessions at home, in the orbit family and supplied by candle with a 12-month warranty."
PRD0246,Vela Core 345,Smart Home,Vela,362.52,182.15,2014,12,0.475,SKU-VEL00246,Home Automation,Pulse,Red,SUP024,Korea,2014-07-16,GST_STANDARD,Recycled box,True,True,"home automation designed for automated blind and curtain routines, in the pulse family and supplied by vela with a 12-month warranty."
PRD0247,Candle Lumen 346,Gaming,Candle,1770.54,1041.49,2014,24,1.378,SKU-CAN00247,Gaming Hardware,Quest,Blue,SUP025,Australia,2014-10-19,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for game streaming and media capture, in the quest family and supplied by candle with a 24-month warranty."
PRD0248,Vela Ridge 347,Wearable,Vela,1065.71,520.85,2017,12,0.105,SKU-VEL00248,Health Wearable,Ridge,Blue,SUP026,Japan,2017-02-27,GST_STANDARD,Recycled box,False,True,"health wearable designed for habit reminders and everyday timekeeping, in the ridge family and supplied by vela with a 12-month warranty."
PRD0249,Candle Arc 348,Networking,Candle,871.19,550.88,2016,24,0.927,SKU-CAN00249,Connected Network,Shift,Green,SUP027,Australia,2016-04-18,GST_STANDARD,Recycled box,False,True,"connected network designed for extending coverage between rooms, in the shift family and supplied by candle with a 24-month warranty."
PRD0250,Vela Echo 349,Accessory,Vela,376.98,239.37,2017,12,0.182,SKU-VEL00250,Mobile Accessory,Spark,Black,SUP028,Vietnam,2017-01-04,GST_STANDARD,Protective case,True,True,"mobile accessory designed for hands-free device support in a shared workspace, in the spark family and supplied by vela with a 12-month warranty."
PRD0251,Candle Orbit 350,Laptop,Candle,1852.67,1273.0,2013,24,2.044,SKU-CAN00251,Ultrabook,Vista,Gold,SUP029,Vietnam,2013-03-07,GST_STANDARD,Recycled box,True,True,"ultrabook designed for portable document work and video meetings, in the vista family and supplied by candle with a 24-month warranty."
PRD0252,Vela Spark 351,Smartphone,Vela,1820.97,1331.12,2016,24,0.213,SKU-VEL00252,5G Smartphone,Wave,Gold,SUP030,China,2016-02-15,GST_STANDARD,Recycled box,True,True,"5g smartphone designed for daily communication and navigation, in the wave family and supplied by vela with a 24-month warranty."
PRD0253,Candle Bloom 352,Tablet,Candle,1391.34,677.56,2012,24,0.488,SKU-CAN00253,Productivity Tablet,Arc,Black,SUP031,Malaysia,2012-06-02,GST_STANDARD,Box,True,True,"productivity tablet designed for reading, annotation and handwritten notes, in the arc family and supplied by candle with a 24-month warranty."
PRD0254,Vela Halo 353,Home Entertainment,Vela,2250.67,1474.49,2012,24,7.315,SKU-VEL00254,Smart Display,Atlas,Gold,SUP032,Australia,2012-09-27,GST_STANDARD,Recycled box,True,True,"smart display designed for shared film and television viewing, in the atlas family and supplied by vela with a 24-month warranty."
PRD0255,Candle Quest 354,Audio,Candle,699.0,394.0,2013,12,0.501,SKU-CAN00255,Wireless Audio,Bloom,Gold,SUP033,Australia,2013-03-13,GST_STANDARD,Protective case,True,True,"wireless audio designed for commuting and spoken-content listening, in the bloom family and supplied by candle with a 12-month warranty."
PRD0256,Vela Wave 355,Smart Home,Vela,694.57,345.98,2013,12,0.272,SKU-VEL00256,Home Automation,Core,Graphite,SUP034,Japan,2013-04-02,GST_STANDARD,Protective case,True,True,"home automation designed for app-controlled room lighting, in the core family and supplied by vela with a 12-month warranty."
PRD0257,Candle Edge 356,Gaming,Candle,637.63,468.66,2014,24,1.608,SKU-CAN00257,Gaming Hardware,Edge,Red,SUP035,Japan,2014-05-10,GST_STANDARD,Protective case,True,True,"gaming hardware designed for long desktop gaming sessions, in the edge family and supplied by candle with a 24-month warranty."
PRD0258,Vela Nova 357,Wearable,Vela,133.79,98.42,2016,12,0.161,SKU-VEL00258,Health Wearable,Echo,Green,SUP036,Vietnam,2016-06-03,GST_STANDARD,Recycled box,False,True,"health wearable designed for daily activity and sleep tracking, in the echo family and supplied by vela with a 12-month warranty."
