order_item_id,order_id,product_id,quantity,unit_price,line_revenue
HITM0009563,HORD003038,PRD0948,3,581.24,1743.72
HITM0009564,HORD003038,PRD0185,1,1138.66,1138.66
HITM0009565,HORD003038,PRD0730,1,418.77,418.77
HITM0009566,HORD003038,PRD0349,2,1342.94,2685.88
HITM0000458,HORD000155,PRD0976,1,196.82,196.82
HITM0000459,HORD000155,PRD0300,2,158.44,316.88
HITM0000460,HORD000155,PRD0162,1,318.31,318.31
HITM0011478,HORD003655,PRD0452,1,1373.84,1373.84
HITM0006896,HORD002201,PRD0106,2,385.13,770.26
HITM0006897,HORD002201,PRD0554,1,1054.0,1054.0
HITM0006898,HORD002201,PRD0613,1,774.1,774.1
HITM0014566,HORD004635,PRD0555,1,159.32,159.32
HITM0014567,HORD004635,PRD0957,1,2550.17,2550.17
HITM0014568,HORD004635,PRD0601,1,1162.83,1162.83
HITM0014569,HORD004635,PRD0946,1,618.18,618.18
HITM0007242,HORD002308,PRD0493,1,417.81,417.81
HITM0007243,HORD002308,PRD0669,1,271.59,271.59
HITM0007244,HORD002308,PRD0865,2,851.18,1702.36
HITM0007245,HORD002308,PRD0432,1,390.19,390.19
HITM0007246,HORD002308,PRD0110,1,113.31,113.31
HITM0014610,HORD004648,PRD0917,1,624.31,624.31
HITM0014611,HORD004648,PRD0610,2,347.23,694.46
HITM0014612,HORD004648,PRD0589,1,671.85,671.85
HITM0014613,HORD004648,PRD0967,3,2500.44,7501.32
HITM0011063,HORD003526,PRD0057,2,1785.63,3571.26
HITM0011064,HORD003526,PRD0509,1,246.73,246.73
HITM0011065,HORD003526,PRD0780,1,297.57,297.57
HITM0011066,HORD003526,PRD0479,2,1360.38,2720.76
HITM0005653,HORD001807,PRD0171,1,1970.35,1970.35
HITM0005654,HORD001807,PRD0071,2,2671.31,5342.62
HITM0005655,HORD001807,PRD0750,1,400.34,400.34
HITM0012335,HORD003939,PRD0223,1,1020.19,1020.19
HITM0012336,HORD003939,PRD0632,1,372.28,372.28
HITM0012337,HORD003939,PRD0698,1,68.9,68.9
HITM0011006,HORD003507,PRD0451,1,2985.26,2985.26
HITM0011007,HORD003507,PRD0530,1,14.38,14.38
HITM0011008,HORD003507,PRD0699,2,373.99,747.98
HITM0011009,HORD003507,PRD0593,2,356.64,713.28
HITM0012568,HORD004010,PRD0475,1,559.21,559.21
HITM0012569,HORD004010,PRD0242,3,600.25,1800.75
HITM0012570,HORD004010,PRD0698,1,68.9,68.9
HITM0012571,HORD004010,PRD0327,1,122.19,122.19
HITM0002166,HORD000698,PRD0275,1,687.49,687.49
HITM0002167,HORD000698,PRD0636,1,421.78,421.78
HITM0002168,HORD000698,PRD0402,1,400.07,400.07
HITM0009943,HORD003160,PRD0782,2,483.91,967.82
HITM0000989,HORD000320,PRD0340,2,382.9,765.8
HITM0000990,HORD000320,PRD0945,2,730.35,1460.7
HITM0015119,HORD004809,PRD0306,1,677.68,677.68
HITM0015120,HORD004809,PRD0920,1,53.18,53.18
HITM0015121,HORD004809,PRD0679,1,864.47,864.47
HITM0000977,HORD000316,PRD0755,1,802.94,802.94
HITM0000978,HORD000316,PRD0985,1,1164.32,1164.32
HITM0000979,HORD000316,PRD0099,1,1406.39,1406.39
HITM0000980,HORD000316,PRD0426,1,690.03,690.03
HITM0004804,HORD001541,PRD0198,1,492.76,492.76
HITM0004805,HORD001541,PRD0640,1,215.9,215.9
HITM0004806,HORD001541,PRD0753,1,377.42,377.42
HITM0004807,HORD001541,PRD0760,1,36.27,36.27
HITM0004808,HORD001541,PRD0272,1,1161.16,1161.16
HITM0002718,HORD000875,PRD0402,1,400.07,400.07
HITM0002719,HORD000875,PRD0683,1,704.09,704.09
HITM0009028,HORD002866,PRD0836,3,70.78,212.34
HITM0009029,HORD002866,PRD0603,1,557.9,557.9
HITM0009030,HORD002866,PRD0615,1,159.68,159.68
HITM0009031,HORD002866,PRD0867,1,111.69,111.69
HITM0009032,HORD002866,PRD0052,1,1015.78,1015.78
HITM0007152,HORD002280,PRD0244,1,2495.06,2495.06
HITM0007153,HORD002280,PRD0329,1,1326.77,1326.77
HITM0007154,HORD002280,PRD0361,1,2730.19,2730.19
HITM0009109,HORD002891,PRD0405,2,842.76,1685.52
HITM0009110,HORD002891,PRD0712,1,331.7,331.7
HITM0001735,HORD000565,PRD0470,1,91.58,91.58
HITM0001736,HORD000565,PRD0275,2,687.49,1374.98
HITM0001737,HORD000565,PRD0127,1,599.05,599.05
HITM0007436,HORD002371,PRD0998,1,178.25,178.25
HITM0007437,HORD002371,PRD0020,1,47.5,47.5
HITM0007438,HORD002371,PRD0646,1,498.38,498.38
HITM0001260,HORD000406,PRD0849,1,216.96,216.96
HITM0001261,HORD000406,PRD0778,1,921.48,921.48
HITM0001262,HORD000406,PRD0962,1,482.88,482.88
HITM0001263,HORD000406,PRD0456,2,690.03,1380.06
HITM0001264,HORD000406,PRD0616,1,311.42,311.42
HITM0000558,HORD000183,PRD0438,1,767.87,767.87
HITM0000559,HORD000183,PRD0711,1,2598.42,2598.42
HITM0000560,HORD000183,PRD0739,1,1069.28,1069.28
HITM0014383,HORD004578,PRD0331,1,1570.55,1570.55
HITM0014384,HORD004578,PRD0730,1,418.77,418.77
HITM0014385,HORD004578,PRD0096,1,569.77,569.77
HITM0014386,HORD004578,PRD0799,1,1443.92,1443.92
HITM0003789,HORD001223,PRD0829,1,582.58,582.58
HITM0003790,HORD001223,PRD0732,1,729.81,729.81
HITM0003791,HORD001223,PRD0600,2,62.84,125.68
HITM0003792,HORD001223,PRD0650,1,129.9,129.9
HITM0006788,HORD002167,PRD0320,1,154.64,154.64
HITM0006789,HORD002167,PRD0368,1,919.95,919.95
HITM0006790,HORD002167,PRD0102,1,581.67,581.67
HITM0006791,HORD002167,PRD0365,2,489.23,978.46
HITM0006792,HORD002167,PRD0623,2,442.62,885.24
HITM0012715,HORD004055,PRD0999,1,626.07,626.07
HITM0012716,HORD004055,PRD0080,1,60.33,60.33
HITM0012717,HORD004055,PRD0521,2,1257.03,2514.06
HITM0015560,HORD004958,PRD0020,2,47.5,95.0
HITM0015561,HORD004958,PRD0977,1,1354.63,1354.63
HITM0015562,HORD004958,PRD0220,2,201.85,403.7
HITM0003073,HORD000985,PRD0786,1,142.49,142.49
HITM0003074,HORD000985,PRD0119,1,1161.39,1161.39
HITM0003075,HORD000985,PRD0910,1,53.54,53.54
HITM0003076,HORD000985,PRD0214,2,753.54,1507.08
HITM0012304,HORD003930,PRD0080,1,60.33,60.33
HITM0012305,HORD003930,PRD0995,2,69.16,138.32
HITM0012306,HORD003930,PRD0691,1,2417.17,2417.17
HITM0012307,HORD003930,PRD0930,1,62.22,62.22
HITM0003126,HORD001003,PRD0040,2,283.76,567.52
HITM0003127,HORD001003,PRD0656,1,848.87,848.87
HITM0007137,HORD002276,PRD0967,2,2500.44,5000.88
HITM0007138,HORD002276,PRD0228,1,419.86,419.86
HITM0007139,HORD002276,PRD0156,1,400.24,400.24
HITM0008465,HORD002691,PRD0250,1,376.98,376.98
HITM0012884,HORD004103,PRD0826,1,796.98,796.98
HITM0012885,HORD004103,PRD0230,1,72.62,72.62
HITM0012886,HORD004103,PRD0432,1,390.19,390.19
HITM0012887,HORD004103,PRD0200,1,148.27,148.27
HITM0012888,HORD004103,PRD0271,1,1523.72,1523.72
HITM0003145,HORD001009,PRD0225,1,255.65,255.65
HITM0003146,HORD001009,PRD0888,1,828.95,828.95
HITM0008016,HORD002549,PRD0698,1,68.9,68.9
HITM0001961,HORD000636,PRD0786,1,142.49,142.49
HITM0001962,HORD000636,PRD0514,3,2741.93,8225.79
HITM0001963,HORD000636,PRD0727,2,842.09,1684.18
HITM0001964,HORD000636,PRD0415,1,111.92,111.92
HITM0003558,HORD001149,PRD0261,1,2576.1,2576.1
HITM0003559,HORD001149,PRD0020,1,47.5,47.5
HITM0003560,HORD001149,PRD0548,1,952.05,952.05
HITM0003561,HORD001149,PRD0848,2,289.88,579.76
HITM0003562,HORD001149,PRD0631,3,1231.25,3693.75
HITM0009493,HORD003014,PRD0323,1,1220.6,1220.6
HITM0009494,HORD003014,PRD0744,1,4074.4,4074.4
HITM0009495,HORD003014,PRD0713,1,768.21,768.21
HITM0002454,HORD000794,PRD0057,2,1785.63,3571.26
HITM0014493,HORD004612,PRD0555,1,159.32,159.32
HITM0014494,HORD004612,PRD0879,1,287.13,287.13
HITM0014495,HORD004612,PRD0757,1,1540.4,1540.4
HITM0006458,HORD002065,PRD0468,2,254.35,508.7
HITM0006459,HORD002065,PRD0498,1,201.0,201.0
HITM0006460,HORD002065,PRD0739,1,1069.28,1069.28
HITM0000378,HORD000128,PRD0284,1,600.42,600.42
HITM0000379,HORD000128,PRD0139,1,877.46,877.46
HITM0000380,HORD000128,PRD0465,2,61.33,122.66
HITM0003151,HORD001011,PRD0419,1,100.25,100.25
HITM0003152,HORD001011,PRD0904,1,3664.33,3664.33
HITM0010497,HORD003338,PRD0413,1,420.29,420.29
HITM0010498,HORD003338,PRD0385,1,812.79,812.79
HITM0010499,HORD003338,PRD0530,1,14.38,14.38
HITM0014287,HORD004547,PRD0496,2,619.97,1239.94
HITM0014288,HORD004547,PRD0597,1,2470.13,2470.13
HITM0014289,HORD004547,PRD0296,1,440.13,440.13
HITM0014290,HORD004547,PRD0140,3,224.98,674.94
HITM0014291,HORD004547,PRD0340,1,382.9,382.9
HITM0006913,HORD002206,PRD0749,3,1278.37,3835.11
HITM0006914,HORD002206,PRD0312,1,523.23,523.23
HITM0006915,HORD002206,PRD0821,2,1163.73,2327.46
HITM0013988,HORD004448,PRD0194,1,2883.61,2883.61
HITM0013989,HORD004448,PRD0082,1,1101.3,1101.3
HITM0005212,HORD001667,PRD0637,1,1350.41,1350.41
HITM0012203,HORD003894,PRD0225,1,255.65,255.65
HITM0012204,HORD003894,PRD0466,1,362.96,362.96
HITM0000328,HORD000110,PRD0013,1,1325.85,1325.85
HITM0000329,HORD000110,PRD0437,1,2045.28,2045.28
HITM0000330,HORD000110,PRD0619,1,1486.76,1486.76
HITM0014854,HORD004725,PRD0129,1,349.4,349.4
HITM0014855,HORD004725,PRD0395,1,700.42,700.42
HITM0014856,HORD004725,PRD0557,1,114.56,114.56
HITM0003785,HORD001222,PRD0092,3,370.43,1111.29
HITM0003786,HORD001222,PRD0009,1,301.36,301.36
HITM0003787,HORD001222,PRD0916,1,256.29,256.29
HITM0003788,HORD001222,PRD0435,1,306.84,306.84
HITM0004419,HORD001417,PRD0215,1,580.92,580.92
HITM0004420,HORD001417,PRD0214,1,753.54,753.54
HITM0004421,HORD001417,PRD0891,1,2117.27,2117.27
HITM0004422,HORD001417,PRD0257,1,637.63,637.63
HITM0004423,HORD001417,PRD0683,1,704.09,704.09
HITM0011581,HORD003687,PRD0691,1,2417.17,2417.17
HITM0011582,HORD003687,PRD0678,2,566.98,1133.96
HITM0011583,HORD003687,PRD0994,1,1481.14,1481.14
HITM0011584,HORD003687,PRD0995,2,69.16,138.32
HITM0005794,HORD001854,PRD0065,2,1196.5,2393.0
HITM0005795,HORD001854,PRD0729,2,496.66,993.32
HITM0005796,HORD001854,PRD0379,2,989.35,1978.7
HITM0008252,HORD002622,PRD0684,2,1730.11,3460.22
HITM0008253,HORD002622,PRD0291,1,2310.69,2310.69
HITM0008254,HORD002622,PRD0020,2,47.5,95.0
HITM0008255,HORD002622,PRD0087,1,2316.68,2316.68
HITM0006935,HORD002213,PRD0490,1,289.49,289.49
HITM0007886,HORD002507,PRD0415,1,111.92,111.92
HITM0007887,HORD002507,PRD0997,2,602.38,1204.76
HITM0007888,HORD002507,PRD0423,1,684.99,684.99
HITM0007889,HORD002507,PRD0832,1,1103.3,1103.3
HITM0009344,HORD002967,PRD0099,1,1406.39,1406.39
HITM0009345,HORD002967,PRD0865,1,851.18,851.18
HITM0009346,HORD002967,PRD0894,1,2406.75,2406.75
HITM0009347,HORD002967,PRD0360,1,387.48,387.48
HITM0011619,HORD003700,PRD0953,1,536.06,536.06
HITM0011620,HORD003700,PRD0865,1,851.18,851.18
HITM0005769,HORD001847,PRD0827,1,1819.32,1819.32
HITM0005770,HORD001847,PRD0369,1,429.26,429.26
HITM0005771,HORD001847,PRD0484,1,1342.84,1342.84
HITM0002389,HORD000772,PRD0982,1,885.27,885.27
HITM0002390,HORD000772,PRD0550,1,112.99,112.99
HITM0002391,HORD000772,PRD0803,2,1082.24,2164.48
HITM0002392,HORD000772,PRD0372,1,1308.61,1308.61
HITM0002393,HORD000772,PRD0036,2,355.76,711.52
HITM0001201,HORD000388,PRD0039,1,150.51,150.51
HITM0001202,HORD000388,PRD0500,1,408.62,408.62
HITM0001203,HORD000388,PRD0785,1,86.54,86.54
HITM0001204,HORD000388,PRD0774,1,2233.58,2233.58
HITM0005168,HORD001653,PRD0333,1,454.01,454.01
HITM0005169,HORD001653,PRD0973,2,703.36,1406.72
HITM0005170,HORD001653,PRD0229,2,813.08,1626.16
HITM0005171,HORD001653,PRD0214,1,753.54,753.54
HITM0005172,HORD001653,PRD0415,1,111.92,111.92
HITM0001982,HORD000644,PRD0876,1,228.97,228.97
HITM0001983,HORD000644,PRD0519,1,154.53,154.53
HITM0001984,HORD000644,PRD0199,1,1349.0,1349.0
HITM0001985,HORD000644,PRD0895,2,830.36,1660.72
HITM0001986,HORD000644,PRD0049,1,740.34,740.34
HITM0006324,HORD002021,PRD0427,1,241.58,241.58
HITM0006325,HORD002021,PRD0022,1,1480.38,1480.38
HITM0006326,HORD002021,PRD0559,2,531.55,1063.1
HITM0003069,HORD000984,PRD0184,1,607.47,607.47
HITM0003070,HORD000984,PRD0651,1,1043.5,1043.5
HITM0003071,HORD000984,PRD0313,2,1471.48,2942.96
HITM0003072,HORD000984,PRD0625,1,840.9,840.9
HITM0000061,HORD000022,PRD0865,2,851.18,1702.36
HITM0000062,HORD000022,PRD0680,1,228.54,228.54
HITM0000063,HORD000022,PRD0102,1,581.67,581.67
HITM0000064,HORD000022,PRD0949,1,727.16,727.16
HITM0008368,HORD002656,PRD0345,1,1050.02,1050.02
HITM0008369,HORD002656,PRD0988,2,1072.9,2145.8
HITM0008118,HORD002582,PRD0593,1,356.64,356.64
HITM0008119,HORD002582,PRD0456,1,690.03,690.03
HITM0008120,HORD002582,PRD0785,1,86.54,86.54
HITM0008121,HORD002582,PRD0963,1,997.83,997.83
HITM0003976,HORD001279,PRD0300,1,158.44,158.44
HITM0003977,HORD001279,PRD0157,1,591.59,591.59
HITM0003978,HORD001279,PRD0695,2,663.83,1327.66
HITM0003979,HORD001279,PRD0650,1,129.9,129.9
HITM0012851,HORD004095,PRD0292,1,1810.91,1810.91
HITM0012852,HORD004095,PRD0641,1,2509.9,2509.9
HITM0012853,HORD004095,PRD0406,2,482.25,964.5
HITM0012854,HORD004095,PRD0729,1,496.66,496.66
HITM0012855,HORD004095,PRD0142,1,1724.25,1724.25
HITM0012098,HORD003859,PRD0411,1,1693.96,1693.96
HITM0012099,HORD003859,PRD0947,3,1985.26,5955.78
HITM0012100,HORD003859,PRD0361,1,2730.19,2730.19
HITM0012638,HORD004033,PRD0967,1,2500.44,2500.44
HITM0005630,HORD001801,PRD0347,1,1228.43,1228.43
HITM0005631,HORD001801,PRD0195,2,715.6,1431.2
HITM0005632,HORD001801,PRD0613,1,774.1,774.1
HITM0005633,HORD001801,PRD0006,1,733.43,733.43
HITM0005634,HORD001801,PRD0233,1,1369.87,1369.87
HITM0010424,HORD003313,PRD0515,2,987.71,1975.42
HITM0010425,HORD003313,PRD0309,1,332.31,332.31
HITM0010426,HORD003313,PRD0012,2,426.8,853.6
HITM0004941,HORD001583,PRD0479,2,1360.38,2720.76
HITM0004942,HORD001583,PRD0460,1,19.84,19.84
HITM0004943,HORD001583,PRD0579,1,1322.97,1322.97
HITM0004944,HORD001583,PRD0168,2,341.32,682.64
HITM0001059,HORD000343,PRD0318,1,115.57,115.57
HITM0001060,HORD000343,PRD0576,1,261.6,261.6
HITM0001061,HORD000343,PRD0298,1,275.37,275.37
HITM0007422,HORD002366,PRD0512,2,853.36,1706.72
HITM0007423,HORD002366,PRD0082,2,1101.3,2202.6
HITM0007424,HORD002366,PRD0743,1,651.04,651.04
HITM0008320,HORD002641,PRD0312,1,523.23,523.23
HITM0008321,HORD002641,PRD0976,1,196.82,196.82
HITM0012793,HORD004078,PRD0935,1,1070.56,1070.56
HITM0012794,HORD004078,PRD0331,1,1570.55,1570.55
HITM0012795,HORD004078,PRD0700,1,241.67,241.67
HITM0012796,HORD004078,PRD0244,1,2495.06,2495.06
HITM0012797,HORD004078,PRD0598,1,723.86,723.86
HITM0013193,HORD004197,PRD0395,1,700.42,700.42
HITM0013194,HORD004197,PRD0790,1,356.37,356.37
HITM0013195,HORD004197,PRD0506,1,551.69,551.69
HITM0008095,HORD002574,PRD0441,1,1203.85,1203.85
HITM0008096,HORD002574,PRD0597,1,2470.13,2470.13
HITM0008097,HORD002574,PRD0770,1,116.43,116.43
HITM0008098,HORD002574,PRD0089,1,739.15,739.15
HITM0010291,HORD003273,PRD0406,1,482.25,482.25
HITM0010292,HORD003273,PRD0446,1,168.08,168.08
HITM0010293,HORD003273,PRD0132,1,691.37,691.37
HITM0010085,HORD003206,PRD0196,2,206.29,412.58
HITM0010086,HORD003206,PRD0214,1,753.54,753.54
HITM0010087,HORD003206,PRD0259,1,409.08,409.08
HITM0010285,HORD003271,PRD0483,1,436.08,436.08
HITM0010286,HORD003271,PRD0102,1,581.67,581.67
HITM0010287,HORD003271,PRD0435,1,306.84,306.84
HITM0010272,HORD003265,PRD0260,1,100.02,100.02
HITM0010273,HORD003265,PRD0097,1,2083.5,2083.5
HITM0010274,HORD003265,PRD0589,1,671.85,671.85
HITM0011876,HORD003784,PRD0836,1,70.78,70.78
HITM0011877,HORD003784,PRD0178,1,131.81,131.81
HITM0011878,HORD003784,PRD0747,3,1353.66,4060.98
HITM0011879,HORD003784,PRD0207,1,2341.74,2341.74
HITM0011880,HORD003784,PRD0182,1,331.32,331.32
HITM0004252,HORD001365,PRD0469,1,552.84,552.84
HITM0004183,HORD001345,PRD0785,2,86.54,173.08
HITM0004184,HORD001345,PRD0423,1,684.99,684.99
HITM0004185,HORD001345,PRD0443,1,681.97,681.97
HITM0003056,HORD000980,PRD0356,2,365.08,730.16
HITM0003057,HORD000980,PRD0277,1,1153.48,1153.48
HITM0003058,HORD000980,PRD0157,1,591.59,591.59
HITM0003059,HORD000980,PRD0850,1,101.36,101.36
HITM0008711,HORD002765,PRD0627,2,1687.51,3375.02
HITM0008712,HORD002765,PRD0424,1,937.77,937.77
HITM0008713,HORD002765,PRD0217,1,441.18,441.18
HITM0013012,HORD004144,PRD0557,1,114.56,114.56
HITM0013013,HORD004144,PRD0524,2,2636.76,5273.52
HITM0013014,HORD004144,PRD0928,1,426.54,426.54
HITM0006574,HORD002099,PRD0279,2,1450.59,2901.18
HITM0006575,HORD002099,PRD0374,1,772.23,772.23
HITM0008044,HORD002559,PRD0548,1,952.05,952.05
HITM0008045,HORD002559,PRD0175,3,1014.37,3043.11
HITM0009682,HORD003077,PRD0002,1,455.28,455.28
HITM0009683,HORD003077,PRD0890,1,309.69,309.69
HITM0013933,HORD004428,PRD0010,1,23.5,23.5
HITM0013934,HORD004428,PRD0379,2,989.35,1978.7
HITM0002913,HORD000938,PRD0163,1,1426.46,1426.46
HITM0002914,HORD000938,PRD0570,1,277.01,277.01
HITM0002915,HORD000938,PRD0295,2,979.25,1958.5
HITM0002916,HORD000938,PRD0060,1,170.83,170.83
HITM0002917,HORD000938,PRD0656,2,848.87,1697.74
HITM0003347,HORD001078,PRD0171,1,1970.35,1970.35
HITM0003348,HORD001078,PRD0633,1,804.04,804.04
HITM0003349,HORD001078,PRD0759,1,1399.01,1399.01
HITM0014244,HORD004533,PRD0675,1,927.62,927.62
HITM0014245,HORD004533,PRD0503,2,1009.94,2019.88
HITM0001022,HORD000332,PRD0060,1,170.83,170.83
HITM0001023,HORD000332,PRD0130,1,348.52,348.52
HITM0001024,HORD000332,PRD0357,1,902.95,902.95
HITM0001025,HORD000332,PRD0267,2,2404.5,4809.0
HITM0014071,HORD004475,PRD0160,1,361.95,361.95
HITM0014072,HORD004475,PRD0080,2,60.33,120.66
HITM0015030,HORD004781,PRD0525,1,1134.69,1134.69
HITM0015031,HORD004781,PRD0296,1,440.13,440.13
HITM0015032,HORD004781,PRD0446,1,168.08,168.08
HITM0015033,HORD004781,PRD0928,1,426.54,426.54
HITM0013292,HORD004228,PRD0309,2,332.31,664.62
HITM0013293,HORD004228,PRD0050,3,191.67,575.01
HITM0013294,HORD004228,PRD0964,2,1776.26,3552.52
HITM0010980,HORD003497,PRD0613,1,774.1,774.1
HITM0010981,HORD003497,PRD0577,1,1656.23,1656.23
HITM0010982,HORD003497,PRD0398,1,809.04,809.04
HITM0010983,HORD003497,PRD0542,1,1879.25,1879.25
HITM0003601,HORD001161,PRD0620,2,133.24,266.48
HITM0003602,HORD001161,PRD0786,1,142.49,142.49
HITM0003603,HORD001161,PRD0082,3,1101.3,3303.9
HITM0003604,HORD001161,PRD0493,1,417.81,417.81
HITM0003925,HORD001264,PRD0104,1,2802.96,2802.96
HITM0003926,HORD001264,PRD0822,1,724.35,724.35
HITM0003927,HORD001264,PRD0379,1,989.35,989.35
HITM0002808,HORD000905,PRD0339,3,536.34,1609.02
HITM0002809,HORD000905,PRD0541,1,1257.3,1257.3
HITM0002810,HORD000905,PRD0456,1,690.03,690.03
HITM0002500,HORD000812,PRD0540,1,16.38,16.38
HITM0006286,HORD002008,PRD0756,1,177.47,177.47
HITM0013212,HORD004203,PRD0018,1,1099.45,1099.45
HITM0013213,HORD004203,PRD0301,1,1938.69,1938.69
HITM0013214,HORD004203,PRD0917,1,624.31,624.31
HITM0013215,HORD004203,PRD0180,1,386.36,386.36
HITM0013216,HORD004203,PRD0303,2,1407.52,2815.04
HITM0006160,HORD001971,PRD0908,1,81.42,81.42
HITM0006161,HORD001971,PRD0191,1,1103.43,1103.43
HITM0006162,HORD001971,PRD0111,1,2798.27,2798.27
HITM0004037,HORD001299,PRD0231,1,1774.07,1774.07
HITM0004038,HORD001299,PRD0617,2,629.04,1258.08
HITM0004039,HORD001299,PRD0615,1,159.68,159.68
HITM0005468,HORD001749,PRD0323,1,1220.6,1220.6
HITM0005469,HORD001749,PRD0433,1,456.5,456.5
HITM0005470,HORD001749,PRD0393,2,310.3,620.6
HITM0015557,HORD004957,PRD0112,1,387.62,387.62
HITM0015558,HORD004957,PRD0921,1,2485.73,2485.73
HITM0015559,HORD004957,PRD0327,1,122.19,122.19
HITM0004174,HORD001342,PRD0791,1,2700.27,2700.27
HITM0004175,HORD001342,PRD0014,1,1339.17,1339.17
HITM0004176,HORD001342,PRD0859,1,1242.69,1242.69
HITM0001331,HORD000429,PRD0369,2,429.26,858.52
HITM0001332,HORD000429,PRD0625,1,840.9,840.9
HITM0001333,HORD000429,PRD0432,1,390.19,390.19
HITM0010203,HORD003245,PRD0483,1,436.08,436.08
HITM0010204,HORD003245,PRD0613,1,774.1,774.1
HITM0010205,HORD003245,PRD0636,1,421.78,421.78
HITM0010206,HORD003245,PRD0178,1,131.81,131.81
HITM0010207,HORD003245,PRD0130,1,348.52,348.52
HITM0015261,HORD004856,PRD0010,1,23.5,23.5
HITM0015262,HORD004856,PRD0750,1,400.34,400.34
HITM0015263,HORD004856,PRD0257,1,637.63,637.63
HITM0015264,HORD004856,PRD0543,1,336.97,336.97
HITM0006955,HORD002220,PRD0013,1,1325.85,1325.85
HITM0006956,HORD002220,PRD0530,1,14.38,14.38
HITM0006957,HORD002220,PRD0590,1,54.96,54.96
HITM0006958,HORD002220,PRD0445,2,830.34,1660.68
HITM0005040,HORD001614,PRD0724,2,2202.99,4405.98
HITM0001003,HORD000325,PRD0205,1,1030.02,1030.02
HITM0001004,HORD000325,PRD0007,1,1605.29,1605.29
HITM0003461,HORD001117,PRD0567,1,179.96,179.96
HITM0003462,HORD001117,PRD0421,1,1234.35,1234.35
HITM0003463,HORD001117,PRD0816,1,125.37,125.37
HITM0015102,HORD004804,PRD0287,1,1095.91,1095.91
HITM0015103,HORD004804,PRD0149,2,119.35,238.7
HITM0006936,HORD002214,PRD0179,2,1481.8,2963.6
HITM0006937,HORD002214,PRD0626,1,521.1,521.1
HITM0006938,HORD002214,PRD0377,2,726.19,1452.38
HITM0006939,HORD002214,PRD0851,1,2462.55,2462.55
HITM0014133,HORD004494,PRD0406,1,482.25,482.25
HITM0005277,HORD001686,PRD0567,1,179.96,179.96
HITM0005278,HORD001686,PRD0336,1,761.65,761.65
HITM0005279,HORD001686,PRD0914,1,3258.34,3258.34
HITM0005280,HORD001686,PRD0656,1,848.87,848.87
HITM0014820,HORD004715,PRD0437,1,2045.28,2045.28
HITM0014821,HORD004715,PRD0737,1,420.63,420.63
HITM0014822,HORD004715,PRD0894,1,2406.75,2406.75
HITM0014823,HORD004715,PRD0736,1,508.97,508.97
HITM0009837,HORD003126,PRD0440,1,413.05,413.05
HITM0009838,HORD003126,PRD0301,2,1938.69,3877.38
HITM0015361,HORD004891,PRD0531,1,2895.4,2895.4
HITM0015362,HORD004891,PRD0873,1,665.62,665.62
HITM0015363,HORD004891,PRD0624,1,4122.57,4122.57
HITM0004008,HORD001288,PRD0326,1,828.92,828.92
HITM0004009,HORD001288,PRD0015,2,238.76,477.52
HITM0002114,HORD000684,PRD0713,1,768.21,768.21
HITM0002115,HORD000684,PRD0738,3,357.89,1073.67
HITM0002116,HORD000684,PRD0718,1,287.05,287.05
HITM0013140,HORD004181,PRD0980,1,310.02,310.02
HITM0013141,HORD004181,PRD0316,1,816.98,816.98
HITM0013142,HORD004181,PRD0097,2,2083.5,4167.0
HITM0013143,HORD004181,PRD0388,2,652.95,1305.9
HITM0000927,HORD000300,PRD0500,2,408.62,817.24
HITM0000928,HORD000300,PRD0015,1,238.76,238.76
HITM0013906,HORD004419,PRD0613,1,774.1,774.1
HITM0013907,HORD004419,PRD0673,3,373.06,1119.18
HITM0013483,HORD004291,PRD0129,1,349.4,349.4
HITM0013484,HORD004291,PRD0660,1,137.13,137.13
HITM0005098,HORD001633,PRD0740,3,366.0,1098.0
HITM0005099,HORD001633,PRD0742,1,338.72,338.72
HITM0005100,HORD001633,PRD0688,1,409.87,409.87
HITM0005101,HORD001633,PRD0716,1,300.2,300.2
HITM0005102,HORD001633,PRD0657,1,1084.44,1084.44
HITM0001617,HORD000523,PRD0647,1,2133.15,2133.15
HITM0011795,HORD003754,PRD0263,1,1205.78,1205.78
HITM0011796,HORD003754,PRD0522,1,1754.68,1754.68
HITM0011797,HORD003754,PRD0081,1,3046.5,3046.5
HITM0011798,HORD003754,PRD0285,2,1110.14,2220.28
HITM0011799,HORD003754,PRD0617,2,629.04,1258.08
HITM0004907,HORD001572,PRD0031,1,1902.42,1902.42
HITM0004908,HORD001572,PRD0615,1,159.68,159.68
HITM0004909,HORD001572,PRD0439,1,74.96,74.96
HITM0004910,HORD001572,PRD0260,1,100.02,100.02
HITM0007409,HORD002362,PRD0140,1,224.98,224.98
HITM0007410,HORD002362,PRD0484,1,1342.84,1342.84
HITM0007411,HORD002362,PRD0515,1,987.71,987.71
HITM0007412,HORD002362,PRD0225,1,255.65,255.65
HITM0007413,HORD002362,PRD0525,1,1134.69,1134.69
HITM0012696,HORD004050,PRD0692,1,1859.26,1859.26
HITM0012697,HORD004050,PRD0493,1,417.81,417.81
HITM0012698,HORD004050,PRD0465,2,61.33,122.66
HITM0012699,HORD004050,PRD0525,1,1134.69,1134.69
HITM0001034,HORD000336,PRD0349,2,1342.94,2685.88
HITM0001035,HORD000336,PRD0795,1,841.05,841.05
HITM0001036,HORD000336,PRD0246,1,362.52,362.52
