mapping_id,output_table,target_field,source_format,json_source_path,xml_source_path,transformation_or_derivation,overlap_or_conflict_rule,notebook_evidence
MAP-deliveries-11,deliveries,fulfilment_hours,both,orders[].delivery.fulfilmentHours,Orders/Order/Delivery/Fulfilment_Hours,Cast to numeric (Section 4.0.1).,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per delivery_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.4
MAP-deliveries-12,deliveries,delivery_cost,both,orders[].delivery.deliveryCost,Orders/Order/Delivery/Delivery_Cost,"Strip the AUD label and thousands separator, cast to float, round to two decimals (Section 4.0.1 norm_money, Section 4.0.3 money_round). The JSON arrives numeric; one function accepts both spellings.","Both files supply this table. Rows are concatenated, normalised, then reduced to one row per delivery_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.4
MAP-deliveries-13,deliveries,delay_reason,both,orders[].delivery.delayReason,Orders/Order/Delivery/Delay_Reason,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per delivery_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.4
MAP-deliveries-14,deliveries,promised_days,both,orders[].delivery.promisedDays,Orders/Order/Delivery/Promised_Days,Cast to numeric (Section 4.0.1).,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per delivery_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.4
MAP-deliveries-15,deliveries,tracking_event_count,both,orders[].delivery.trackingEventCount,Orders/Order/Delivery/Tracking_Event_Count,Cast to numeric (Section 4.0.1).,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per delivery_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.4
MAP-deliveries-16,deliveries,delivery_window,both,orders[].delivery.deliveryWindow,Orders/Order/Delivery/Delivery_Window,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per delivery_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.4
MAP-deliveries-17,deliveries,shipping_distance_km,both,orders[].delivery.shippingDistanceKm,Orders/Order/Delivery/Shipping_Distance_Km,Cast to numeric (Section 4.0.1).,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per delivery_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.4
MAP-deliveries-18,deliveries,signature_required,both,orders[].delivery.signatureRequired,Orders/Order/Delivery/Signature_Required,XML 'Y'/'N' and JSON native true/false both become a Python bool (Section 4.0.1 norm_bool).,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per delivery_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.4
MAP-deliveries-19,deliveries,estimated_carbon_kg,both,orders[].delivery.estimatedCarbonKg,Orders/Order/Delivery/Estimated_Carbon_Kg,Cast to numeric (Section 4.0.1).,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per delivery_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.4
MAP-deliveries-20,deliveries,delivery_note_clean,both,orders[].delivery.deliveryNoteClean,Orders/Order/Delivery/Delivery_Note_Clean,"Direct copy from the source column of the same name, deliberately not cleaned. The field holds two structured values across all canonical deliveries and carries no markup, markers, URLs, entities or non-Latin characters; passing it through the narrative cleaner would alter every row by letter case alone and corrupt a categorical (Section 4.4, VAL-TEXT-01b).","Both files supply this table. Rows are concatenated, normalised, then reduced to one row per delivery_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.4
MAP-products-01,products,product_id,XML,,ProductCatalogue/Product/Product_ID,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the XML file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(product_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.5
MAP-products-02,products,product_name,XML,,ProductCatalogue/Product/Product_Name,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the XML file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(product_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.5
MAP-products-03,products,category,XML,,ProductCatalogue/Product/Category,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the XML file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(product_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.5
MAP-products-04,products,brand,XML,,ProductCatalogue/Product/Brand,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the XML file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(product_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.5
MAP-products-05,products,unit_price,XML,,ProductCatalogue/Product/Unit_Price,"Strip the AUD label and thousands separator, cast to float, round to two decimals (Section 4.0.1 norm_money, Section 4.0.3 money_round). The JSON arrives numeric; one function accepts both spellings.","This table is supplied by the XML file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(product_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.5
MAP-products-06,products,unit_cost,XML,,ProductCatalogue/Product/Unit_Cost,"Strip the AUD label and thousands separator, cast to float, round to two decimals (Section 4.0.1 norm_money, Section 4.0.3 money_round). The JSON arrives numeric; one function accepts both spellings.","This table is supplied by the XML file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(product_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.5
MAP-products-07,products,launch_year,XML,,ProductCatalogue/Product/Launch_Year,Cast to numeric (Section 4.0.1).,"This table is supplied by the XML file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(product_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.5
MAP-products-08,products,warranty_months,XML,,ProductCatalogue/Product/Warranty_Months,Cast to numeric (Section 4.0.1).,"This table is supplied by the XML file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(product_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.5
MAP-products-09,products,weight_kg,XML,,ProductCatalogue/Product/Weight_Kg,Cast to numeric (Section 4.0.1).,"This table is supplied by the XML file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(product_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.5
MAP-products-10,products,product_sku,XML,,ProductCatalogue/Product/Product_Sku,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the XML file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(product_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.5
MAP-products-11,products,subcategory,XML,,ProductCatalogue/Product/Subcategory,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the XML file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(product_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.5
MAP-products-12,products,model_family,XML,,ProductCatalogue/Product/Model_Family,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the XML file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(product_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.5
MAP-products-13,products,colour,XML,,ProductCatalogue/Product/Colour,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the XML file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(product_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.5
MAP-products-14,products,supplier_id,XML,,ProductCatalogue/Product/Supplier_ID,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the XML file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(product_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.5
MAP-products-15,products,supplier_country,XML,,ProductCatalogue/Product/Supplier_Country,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the XML file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(product_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.5
MAP-products-16,products,launch_date,XML,,ProductCatalogue/Product/Launch_Date,"Parsed day-first for the XML and ISO for the JSON, held as a Timestamp through Section 4, emitted as YYYY-MM-DD at export (Section 4.0.1, Section 7).","This table is supplied by the XML file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(product_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.5
MAP-products-17,products,tax_category,XML,,ProductCatalogue/Product/Tax_Category,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the XML file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(product_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.5
MAP-products-18,products,package_type,XML,,ProductCatalogue/Product/Package_Type,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"This table is supplied by the XML file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(product_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.5
MAP-products-19,products,recyclable_packaging,XML,,ProductCatalogue/Product/Recyclable_Packaging,XML 'Y'/'N' and JSON native true/false both become a Python bool (Section 4.0.1 norm_bool).,"This table is supplied by the XML file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(product_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.5
MAP-products-20,products,active_flag,XML,,ProductCatalogue/Product/Active_Flag,XML 'Y'/'N' and JSON native true/false both become a Python bool (Section 4.0.1 norm_bool).,"This table is supplied by the XML file only, so no cross-source overlap exists for this field and no precedence rule is needed. Within-source duplicates are removed by drop_duplicates(product_id, keep=""first"") after normalisation (Section 5, VAL-FLOW-07).",Section 4.5
MAP-products-21,products,product_description_clean,derived,,ProductCatalogue/Product/Product_Description,"clean_narrative_text(product_description_raw), the same published cleaner as above. Products exist only in the XML, so there is no JSON path (Sections 3.1, 4.5).","Computed after deduplication from the canonical row, so it is never compared across sources in its own right: it inherits the overlap rule of productDescription, the raw field it is computed from (Section 5).",Section 4.5 (functions Section 3.1)
MAP-product_reviews-01,product_reviews,review_id,both,productReviews[].reviewID,ProductReviews/Review/Review_ID,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per review_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.6
MAP-product_reviews-02,product_reviews,order_id,both,productReviews[].orderID,ProductReviews/Review/Order_ID,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per review_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.6
MAP-product_reviews-03,product_reviews,order_item_id,both,productReviews[].orderItemID,ProductReviews/Review/Order_Item_ID,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per review_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.6
MAP-product_reviews-04,product_reviews,product_id,both,productReviews[].productID,ProductReviews/Review/Product_ID,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per review_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.6
MAP-product_reviews-05,product_reviews,customer_id,both,productReviews[].customerID,ProductReviews/Review/Customer_ID,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per review_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.6
MAP-product_reviews-06,product_reviews,review_timestamp,both,productReviews[].reviewTimestamp,ProductReviews/Review/Review_Timestamp,"Parsed day-first for the XML and ISO for the JSON, held as a Timestamp through Section 4, emitted as YYYY-MM-DD HH:MM:SS at export (Section 4.0.1, Section 7).","Both files supply this table. Rows are concatenated, normalised, then reduced to one row per review_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.6
MAP-product_reviews-07,product_reviews,language_code,both,productReviews[].languageCode,ProductReviews/Review/Language_Code,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per review_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.6
MAP-product_reviews-08,product_reviews,rating,both,productReviews[].rating,ProductReviews/Review/Rating,Cast to numeric (Section 4.0.1).,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per review_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.6
MAP-product_reviews-09,product_reviews,review_title,both,productReviews[].reviewTitle,ProductReviews/Review/Review_Title,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per review_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.6
MAP-product_reviews-10,product_reviews,review_body_clean,derived,productReviews[].reviewText,ProductReviews/Review/Review_Text,"clean_narrative_text(review_body_raw), the same published cleaner. Non-Latin scripts are preserved at this step; only the published noise is removed (Sections 3.1, 4.6).","Computed after deduplication from the canonical row, so it is never compared across sources in its own right: it inherits the overlap rule of reviewText, the raw field it is computed from (Section 5).",Section 4.6 (functions Section 3.1)
MAP-product_reviews-11,product_reviews,review_body_latin_analysis,derived,productReviews[].reviewText,ProductReviews/Review/Review_Text,"build_latin_analysis(review_body_clean) — computed from the cleaned body, not the raw review. Replaces every letter outside the Latin script with a space and collapses whitespace; returns 'NaN' when no Latin letter remains. Digits and punctuation are left alone, because the published rule removes non-Latin letters rather than keeping only Latin characters (Sections 3.1, 4.6).","Computed after deduplication from the canonical row, so it is never compared across sources in its own right: it inherits the overlap rule of reviewText, the raw field it is computed from (Section 5).",Section 4.6 (functions Section 3.1)
MAP-product_reviews-12,product_reviews,verified_purchase,both,productReviews[].verifiedPurchase,ProductReviews/Review/Verified_Purchase,XML 'Y'/'N' and JSON native true/false both become a Python bool (Section 4.0.1 norm_bool).,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per review_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.6
MAP-product_reviews-13,product_reviews,helpful_votes,both,productReviews[].helpfulVotes,ProductReviews/Review/Helpful_Votes,Cast to numeric (Section 4.0.1).,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per review_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.6
MAP-product_reviews-14,product_reviews,review_length_chars,derived,productReviews[].reviewText,ProductReviews/Review/Review_Text,"Number of Python characters in review_body_clean. Where the cleaned body is the literal 'NaN' sentinel the count is 0, not 3, because the sentinel is an absent review rather than a three-character one (Section 4.6, VAL-ARITH-07).","Computed after deduplication from the canonical row, so it is never compared across sources in its own right: it inherits the overlap rule of reviewText, the raw field it is computed from (Section 5).",Section 4.6 (functions Section 3.1)
MAP-product_reviews-15,product_reviews,review_word_count,derived,productReviews[].reviewText,ProductReviews/Review/Review_Text,"Number of whitespace-separated tokens in review_body_clean, with the same sentinel rule as review_length_chars: 0 rather than 1 (Section 4.6, VAL-ARITH-07).","Computed after deduplication from the canonical row, so it is never compared across sources in its own right: it inherits the overlap rule of reviewText, the raw field it is computed from (Section 5).",Section 4.6 (functions Section 3.1)
MAP-product_reviews-16,product_reviews,contains_non_latin_script,derived,productReviews[].reviewText,ProductReviews/Review/Review_Text,"contains_non_latin_script(review_body_clean). True when any letter of the cleaned body is outside the Latin script; digits and punctuation are ignored, since only letters identify a script. Agrees with the structured language_code on every review (Sections 3.1, 4.6).","Computed after deduplication from the canonical row, so it is never compared across sources in its own right: it inherits the overlap rule of reviewText, the raw field it is computed from (Section 5).",Section 4.6 (functions Section 3.1)
MAP-product_reviews-17,product_reviews,extracted_order_reference,derived,productReviews[].reviewText,ProductReviews/Review/Review_Text,"extract_order_reference(review_body_raw), read from the raw review before cleaning removes the wrapper. Matches a standalone HORD/CORD followed by exactly six digits, bounded against a neighbouring letter, digit, hyphen or underscore, and rejected unless the match is ASCII; upper-cased, else 'NaN' (Sections 3.1, 4.6, VAL-TEXT-14).","Computed after deduplication from the canonical row, so it is never compared across sources in its own right: it inherits the overlap rule of reviewText, the raw field it is computed from (Section 5).",Section 4.6 (functions Section 3.1)
MAP-product_reviews-18,product_reviews,extracted_product_sku,derived,productReviews[].reviewText,ProductReviews/Review/Review_Text,"extract_product_sku(review_body_raw), read from the raw review for the same reason. Matches a standalone SKU- prefix followed by ASCII letters or digits, bounded the same way and rejected unless the match is ASCII; upper-cased, else 'NaN' (Sections 3.1, 4.6, VAL-TEXT-15).","Computed after deduplication from the canonical row, so it is never compared across sources in its own right: it inherits the overlap rule of reviewText, the raw field it is computed from (Section 5).",Section 4.6 (functions Section 3.1)
MAP-product_reviews-19,product_reviews,delivery_experience,both,productReviews[].deliveryExperience,ProductReviews/Review/Delivery_Experience,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per review_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.6
MAP-product_reviews-20,product_reviews,value_experience,both,productReviews[].valueExperience,ProductReviews/Review/Value_Experience,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per review_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.6
MAP-product_reviews-21,product_reviews,writing_style,both,productReviews[].writingStyle,ProductReviews/Review/Writing_Style,Direct copy after deduplication. No case change; identifier padding is preserved by holding the column as string through export.,"Both files supply this table. Rows are concatenated, normalised, then reduced to one row per review_id with drop_duplicates(keep=""first"") — deduplication after normalisation, so a difference of source spelling is not read as a difference of value. A key whose two sources give different non-missing values for this field is recorded as a conflict in the validation register instead of being resolved by source precedence (Section 5, VAL-FLOW-09 to VAL-FLOW-12).",Section 4.6
